transaction_external_id,amount,card_brand,billing_country,ip_address,device_type,email_domain,card_country,created_at,is_fraud
tx_1000018,49.77,VISA,USA,88.57.150.112,mobile,gmail.com,USA,2026-06-14T05:12:03.787084+00:00,0
tx_1000019,34.15,VISA,CAN,185.134.91.130,desktop,gmail.com,CAN,2026-06-11T16:54:41.787084+00:00,0
tx_1000020,20.92,AMERICAN EXPRESS,GBR,164.101.78.96,mobile,outlook.com,GBR,2026-06-14T09:09:07.787084+00:00,0
tx_1000021,28.07,MASTERCARD,USA,136.0.165.126,mobile,yahoo.com,USA,2026-06-07T11:37:33.787084+00:00,0
tx_1000022,23.15,VISA,USA,213.157.122.15,mobile,outlook.com,USA,2026-06-18T05:34:10.787084+00:00,0
tx_1000023,33.21,VISA,USA,22.248.35.251,desktop,gmail.com,USA,2026-07-02T09:34:53.787084+00:00,0
tx_1000024,32.73,AMERICAN EXPRESS,USA,122.84.135.136,desktop,hotmail.com,USA,2026-07-05T23:40:01.787084+00:00,0
tx_1000025,21.04,VISA,CHN,139.102.159.103,tablet,gmail.com,CHN,2026-06-24T16:00:01.787084+00:00,0
tx_1000026,7.56,VISA,USA,31.126.115.17,mobile,yahoo.com,USA,2026-06-22T22:49:55.787084+00:00,0
tx_1000027,44.53,VISA,USA,151.112.3.19,mobile,gmail.com,USA,2026-06-09T09:31:36.787084+00:00,0
tx_1000028,44.18,DISCOVER,USA,221.169.36.132,mobile,hotmail.com,USA,2026-06-18T02:13:45.787084+00:00,0
tx_1000029,14.89,VISA,CAN,139.67.242.63,desktop,yahoo.com,CAN,2026-06-29T11:59:14.787084+00:00,0
tx_1000030,81.39,VISA,GBR,25.220.181.109,desktop,gmail.com,GBR,2026-06-26T11:54:09.787084+00:00,0
tx_1000031,400.6,VISA,USA,173.50.31.104,mobile,gmail.com,USA,2026-06-23T00:15:00.787084+00:00,0
tx_1000032,10.48,MASTERCARD,USA,50.97.229.36,mobile,gmail.com,USA,2026-06-27T00:27:41.787084+00:00,0
tx_1000033,48.87,AMERICAN EXPRESS,USA,20.226.50.13,desktop,gmail.com,USA,2026-07-02T18:45:52.787084+00:00,0
tx_1000034,101.84,,USA,193.121.85.105,desktop,gmail.com,USA,2026-06-30T02:44:48.787084+00:00,0
tx_1000035,14.05,VISA,DEU,16.84.194.1,mobile,yahoo.com,DEU,2026-06-25T11:48:29.787084+00:00,0
tx_1000036,13.98,MASTERCARD,DEU,117.146.216.179,mobile,hotmail.com,DEU,2026-07-03T12:27:03.787084+00:00,0
tx_1000037,12.94,MASTERCARD,USA,49.151.111.248,desktop,outlook.com,USA,2026-06-09T09:04:18.787084+00:00,0
tx_1000038,60.92,VISA,USA,192.160.29.13,desktop,yahoo.com,USA,2026-07-04T21:33:00.787084+00:00,0
tx_1000039,22.88,MASTERCARD,USA,136.80.29.246,mobile,gmail.com,USA,2026-07-01T04:35:49.787084+00:00,0
tx_1000040,143.39,MASTERCARD,GBR,153.34.120.104,mobile,yahoo.com,GBR,2026-06-12T08:36:42.787084+00:00,0
tx_1000041,20.67,VISA,USA,149.20.41.108,desktop,gmail.com,USA,2026-07-04T20:57:41.787084+00:00,0
tx_1000042,42.38,MASTERCARD,USA,67.104.160.62,mobile,yahoo.com,USA,2026-06-19T10:23:50.787084+00:00,0
tx_1000043,63.88,VISA,USA,77.234.161.238,desktop,hotmail.com,USA,2026-06-10T01:27:09.787084+00:00,0
tx_1000044,16.32,AMERICAN EXPRESS,IND,145.51.37.138,mobile,gmail.com,IND,2026-06-16T21:16:35.787084+00:00,0
tx_1000045,73.42,VISA,IND,90.35.125.95,desktop,startup.io,IND,2026-06-20T08:58:05.787084+00:00,0
tx_1000046,20.17,MASTERCARD,USA,181.154.4.171,desktop,yahoo.com,USA,2026-07-03T11:05:32.787084+00:00,0
tx_1000047,10.83,AMERICAN EXPRESS,USA,35.135.59.228,mobile,gmail.com,USA,2026-06-11T17:38:23.787084+00:00,0
tx_1000048,48.38,MASTERCARD,CAN,73.107.175.53,mobile,hotmail.com,CAN,2026-06-19T08:29:50.787084+00:00,0
tx_1000049,15.25,VISA,USA,217.26.47.163,mobile,hotmail.com,USA,2026-06-27T02:26:07.787084+00:00,0
tx_1000050,75.82,MASTERCARD,USA,198.66.134.42,mobile,hotmail.com,FRA,2026-06-27T23:42:34.787084+00:00,0
tx_1000051,2107.39,MASTERCARD,USA,3.57.38.242,desktop,gmail.com,USA,2026-06-13T18:35:40.787084+00:00,0
tx_1000052,28.51,VISA,USA,150.75.220.33,desktop,yahoo.com,USA,2026-06-08T13:40:04.787084+00:00,0
tx_1000053,49.52,VISA,USA,204.20.183.54,mobile,gmail.com,USA,2026-06-18T15:39:25.787084+00:00,0
tx_1000054,48.67,MASTERCARD,USA,144.208.79.237,mobile,gmail.com,USA,2026-06-18T00:45:10.787084+00:00,0
tx_1000055,16.21,VISA,USA,208.90.211.7,desktop,yahoo.com,USA,2026-06-15T05:54:15.787084+00:00,0
tx_1000056,6.9,MASTERCARD,USA,106.127.136.41,desktop,gmail.com,USA,2026-06-11T18:52:27.787084+00:00,0
tx_1000057,54.86,VISA,CHN,57.102.235.90,mobile,yahoo.com,FRA,2026-06-21T08:30:25.787084+00:00,0
tx_1000058,14.46,VISA,USA,58.12.98.103,desktop,hotmail.com,USA,2026-06-22T11:23:12.787084+00:00,0
tx_1000059,32.99,MASTERCARD,USA,198.142.179.165,tablet,hotmail.com,USA,2026-07-01T06:26:04.787084+00:00,0
tx_1000060,374.22,VISA,USA,138.169.14.30,desktop,hotmail.com,USA,2026-06-19T05:16:17.787084+00:00,0
tx_1000061,126.52,VISA,USA,68.19.55.153,desktop,gmail.com,USA,2026-06-27T15:14:14.787084+00:00,0
tx_1000062,70.67,VISA,USA,112.59.197.231,desktop,gmail.com,USA,2026-07-04T12:42:27.787084+00:00,0
tx_1000063,97.99,VISA,USA,1.100.186.111,desktop,yahoo.com,DEU,2026-06-09T22:27:33.787084+00:00,0
tx_1000064,29.79,VISA,USA,160.160.63.185,desktop,outlook.com,USA,2026-06-21T02:50:04.787084+00:00,0
tx_1000065,51.94,MASTERCARD,USA,84.206.151.142,desktop,yahoo.com,USA,2026-06-12T17:14:05.787084+00:00,0
tx_1000066,48.93,AMERICAN EXPRESS,USA,98.89.154.104,desktop,yahoo.com,USA,2026-07-03T03:19:37.787084+00:00,0
tx_1000067,31.41,VISA,USA,54.220.164.120,mobile,gmail.com,USA,2026-06-27T23:39:06.787084+00:00,0
tx_1000068,60.2,VISA,USA,122.86.43.73,mobile,gmail.com,USA,2026-07-01T13:28:44.787084+00:00,0
tx_1000069,24.98,MASTERCARD,USA,24.120.158.58,desktop,yahoo.com,USA,2026-06-16T04:56:13.787084+00:00,0
tx_1000070,110.9,MASTERCARD,GBR,157.37.233.107,desktop,gmail.com,DEU,2026-07-04T11:38:20.787084+00:00,1
tx_1000071,61.78,MASTERCARD,GBR,127.204.124.38,tablet,gmail.com,GBR,2026-06-06T19:23:38.787084+00:00,0
tx_1000072,161.4,VISA,IND,28.217.112.46,mobile,gmail.com,IND,2026-07-01T16:23:54.787084+00:00,0
tx_1000073,25.74,MASTERCARD,CAN,218.62.233.35,desktop,acme.com,CAN,2026-06-29T02:16:56.787084+00:00,0
tx_1000074,165.92,VISA,DEU,153.162.226.157,desktop,gmail.com,DEU,2026-07-01T01:02:35.787084+00:00,0
tx_1000075,46.65,AMERICAN EXPRESS,USA,115.81.243.116,desktop,startup.io,USA,2026-06-19T02:54:50.787084+00:00,0
tx_1000076,50.25,MASTERCARD,USA,71.248.122.71,desktop,gmail.com,USA,2026-06-27T21:25:21.787084+00:00,0
tx_1000077,82.06,MASTERCARD,CAN,70.171.163.229,mobile,hotmail.com,CAN,2026-07-02T18:15:24.787084+00:00,0
tx_1000078,45.16,VISA,USA,99.78.109.17,desktop,outlook.com,USA,2026-06-26T16:17:24.787084+00:00,0
tx_1000079,19.22,VISA,USA,107.31.105.214,desktop,hotmail.com,USA,2026-06-26T22:26:11.787084+00:00,0
tx_1000080,20.64,VISA,CAN,179.10.194.123,desktop,outlook.com,CAN,2026-06-06T19:48:11.787084+00:00,0
tx_1000081,58.04,MASTERCARD,USA,100.214.112.125,desktop,anonymous.org,USA,2026-06-17T04:34:43.787084+00:00,1
tx_1000082,11.51,MASTERCARD,IND,100.172.207.186,tablet,hotmail.com,IND,2026-06-14T13:13:29.787084+00:00,0
tx_1000083,11.94,VISA,USA,160.13.201.152,mobile,yahoo.com,USA,2026-07-03T22:29:53.787084+00:00,0
tx_1000084,106.39,VISA,USA,110.69.236.47,desktop,gmail.com,USA,2026-06-08T23:31:11.787084+00:00,0
tx_1000085,39.09,VISA,USA,117.167.172.195,desktop,yahoo.com,USA,2026-06-24T22:38:52.787084+00:00,0
tx_1000086,76.14,AMERICAN EXPRESS,USA,108.129.41.121,desktop,outlook.com,USA,2026-06-07T11:31:01.787084+00:00,0
tx_1000087,208.0,VISA,CHN,90.114.35.200,desktop,startup.io,CHN,2026-06-08T11:50:16.787084+00:00,0
tx_1000088,56.93,VISA,USA,52.10.78.62,tablet,yahoo.com,USA,2026-06-12T15:59:31.787084+00:00,0
tx_1000089,46.27,MASTERCARD,USA,56.238.131.197,desktop,yahoo.com,USA,2026-06-24T10:43:40.787084+00:00,0
tx_1000090,107.95,VISA,USA,192.58.83.247,tablet,outlook.com,USA,2026-06-21T15:19:13.787084+00:00,0
tx_1000091,54.7,VISA,USA,148.192.203.242,desktop,gmail.com,FRA,2026-06-16T04:00:17.787084+00:00,1
tx_1000092,6.34,VISA,USA,161.124.52.179,tablet,anonymous.org,USA,2026-06-21T04:18:11.787084+00:00,0
tx_1000093,27.42,MASTERCARD,USA,31.21.177.137,desktop,hotmail.com,USA,2026-06-27T08:01:49.787084+00:00,0
tx_1000094,19.2,AMERICAN EXPRESS,GBR,166.174.6.218,mobile,hotmail.com,GBR,2026-06-26T22:20:16.787084+00:00,0
tx_1000095,74.11,MASTERCARD,USA,93.235.78.112,mobile,outlook.com,USA,2026-06-15T02:08:53.787084+00:00,0
tx_1000096,146.39,DISCOVER,USA,70.247.238.112,mobile,gmail.com,USA,2026-07-05T07:13:00.787084+00:00,0
tx_1000097,28.96,AMERICAN EXPRESS,GBR,213.44.142.226,mobile,gmail.com,GBR,2026-06-28T10:09:22.787084+00:00,0
tx_1000098,10.08,VISA,FRA,157.194.172.8,mobile,anonymous.org,FRA,2026-06-30T12:50:33.787084+00:00,0
tx_1000099,25.55,DISCOVER,USA,55.181.132.88,mobile,acme.com,USA,2026-06-20T02:45:34.787084+00:00,0
tx_1000100,29.5,VISA,USA,71.5.97.22,tablet,yahoo.com,USA,2026-06-18T06:08:02.787084+00:00,0
tx_1000101,84.33,VISA,USA,195.123.243.166,mobile,gmail.com,USA,2026-06-30T08:46:55.787084+00:00,0
tx_1000102,63.32,VISA,CAN,57.207.124.79,,outlook.com,FRA,2026-07-04T18:29:42.787084+00:00,0
tx_1000103,22.15,VISA,USA,89.217.169.91,mobile,gmail.com,USA,2026-06-28T13:35:07.787084+00:00,0
tx_1000104,86.23,MASTERCARD,USA,31.98.161.31,desktop,gmail.com,USA,2026-07-02T13:15:38.787084+00:00,0
tx_1000105,176.67,VISA,USA,50.110.247.71,desktop,gmail.com,USA,2026-07-05T03:51:08.787084+00:00,0
tx_1000106,35.14,VISA,GBR,73.51.99.76,desktop,yahoo.com,GBR,2026-06-17T13:58:15.787084+00:00,0
tx_1000107,92.61,MASTERCARD,IND,182.64.140.12,desktop,acme.com,IND,2026-06-09T04:27:40.787084+00:00,0
tx_1000108,9.14,VISA,MEX,33.251.52.224,desktop,gmail.com,MEX,2026-06-07T03:13:26.787084+00:00,0
tx_1000109,43.29,MASTERCARD,USA,113.174.94.248,desktop,gmail.com,USA,2026-06-09T00:47:31.787084+00:00,0
tx_1000110,65.5,VISA,USA,30.33.205.126,mobile,gmail.com,USA,2026-06-10T03:14:45.787084+00:00,0
tx_1000111,18.46,MASTERCARD,USA,39.76.155.22,desktop,gmail.com,USA,2026-06-18T14:05:50.787084+00:00,0
tx_1000112,27.3,VISA,USA,156.115.194.116,desktop,gmail.com,USA,2026-06-28T00:44:28.787084+00:00,0
tx_1000113,21.23,VISA,USA,110.156.30.157,desktop,yahoo.com,USA,2026-06-11T08:32:57.787084+00:00,0
tx_1000114,23.2,MASTERCARD,IND,55.135.41.41,desktop,gmail.com,IND,2026-06-18T04:23:49.787084+00:00,0
tx_1000115,56.37,MASTERCARD,CAN,1.209.230.177,desktop,gmail.com,CAN,2026-07-05T08:46:26.787084+00:00,0
tx_1000116,34.95,MASTERCARD,USA,181.144.232.19,desktop,hotmail.com,FRA,2026-06-17T20:53:32.787084+00:00,0
tx_1000117,5.47,VISA,USA,161.101.217.30,mobile,outlook.com,USA,2026-07-02T23:23:42.787084+00:00,0
tx_1000118,972.54,VISA,USA,69.72.36.16,desktop,gmail.com,USA,2026-06-14T14:14:52.787084+00:00,0
tx_1000119,137.94,VISA,USA,212.147.224.32,desktop,gmail.com,USA,2026-06-29T07:00:23.787084+00:00,0
tx_1000120,24.42,VISA,DEU,70.252.224.21,mobile,yahoo.com,DEU,2026-07-05T13:41:49.787084+00:00,0
tx_1000121,16.16,MASTERCARD,USA,83.128.13.24,desktop,yahoo.com,USA,2026-06-17T15:39:00.787084+00:00,0
tx_1000122,206.02,VISA,USA,148.10.137.148,desktop,gmail.com,USA,2026-06-08T11:48:25.787084+00:00,0
tx_1000123,77.62,MASTERCARD,USA,133.226.142.47,desktop,anonymous.org,USA,2026-07-04T22:53:32.787084+00:00,0
tx_1000124,12.04,VISA,USA,24.240.178.105,desktop,gmail.com,USA,2026-06-22T17:15:58.787084+00:00,0
tx_1000125,79.49,VISA,USA,42.168.210.178,desktop,outlook.com,USA,2026-06-30T14:11:49.787084+00:00,0
tx_1000126,47.92,VISA,MEX,209.18.232.23,desktop,gmail.com,MEX,2026-06-21T19:22:22.787084+00:00,0
tx_1000127,20.47,AMERICAN EXPRESS,FRA,198.206.0.169,mobile,gmail.com,FRA,2026-07-02T21:06:04.787084+00:00,0
tx_1000128,74.77,AMERICAN EXPRESS,USA,133.185.255.161,mobile,gmail.com,USA,2026-06-27T23:56:56.787084+00:00,0
tx_1000129,17.82,MASTERCARD,USA,141.67.147.113,desktop,gmail.com,USA,2026-06-30T01:39:50.787084+00:00,0
tx_1000130,9.78,VISA,USA,156.122.81.80,desktop,yahoo.com,USA,2026-07-03T06:42:28.787084+00:00,0
tx_1000131,47.9,VISA,USA,58.58.236.243,desktop,gmail.com,USA,2026-06-12T05:47:30.787084+00:00,0
tx_1000132,19.91,VISA,MEX,184.149.139.107,desktop,hotmail.com,MEX,2026-06-29T23:05:11.787084+00:00,0
tx_1000133,31.43,VISA,USA,142.74.196.49,mobile,yahoo.com,USA,2026-07-05T15:15:33.787084+00:00,0
tx_1000134,4.77,VISA,IND,222.35.141.198,mobile,startup.io,IND,2026-06-26T16:22:36.787084+00:00,0
tx_1000135,21.15,VISA,CAN,69.1.144.186,mobile,gmail.com,CAN,2026-06-21T00:46:35.787084+00:00,0
tx_1000136,49.74,VISA,GBR,169.250.76.115,desktop,hotmail.com,GBR,2026-07-02T16:25:32.787084+00:00,0
tx_1000137,39.26,VISA,USA,196.193.233.239,desktop,hotmail.com,USA,2026-06-22T03:49:54.787084+00:00,0
tx_1000138,60.73,VISA,FRA,62.196.119.220,desktop,hotmail.com,FRA,2026-06-26T11:31:17.787084+00:00,0
tx_1000139,357.17,VISA,USA,181.195.197.254,desktop,gmail.com,USA,2026-06-13T22:08:57.787084+00:00,0
tx_1000140,46.53,VISA,DEU,152.169.51.224,desktop,yahoo.com,IND,2026-06-27T21:55:40.787084+00:00,1
tx_1000141,239.99,AMERICAN EXPRESS,USA,4.73.209.223,desktop,acme.com,USA,2026-06-14T00:46:39.787084+00:00,0
tx_1000142,11.19,VISA,GBR,68.173.203.167,mobile,yahoo.com,GBR,2026-06-10T10:30:28.787084+00:00,0
tx_1000143,141.3,MASTERCARD,GBR,220.194.162.161,desktop,gmail.com,GBR,2026-06-30T05:26:02.787084+00:00,0
tx_1000144,103.55,VISA,USA,61.147.116.192,mobile,outlook.com,CAN,2026-06-10T22:14:00.787084+00:00,0
tx_1000145,19.99,VISA,GBR,163.51.227.43,desktop,outlook.com,GBR,2026-06-21T01:50:13.787084+00:00,0
tx_1000146,35.13,MASTERCARD,USA,15.150.183.96,desktop,hotmail.com,MEX,2026-06-27T10:43:13.787084+00:00,1
tx_1000147,17.8,MASTERCARD,USA,145.92.87.45,mobile,yahoo.com,USA,2026-06-10T08:56:19.787084+00:00,0
tx_1000148,21.62,VISA,DEU,175.123.254.234,mobile,gmail.com,DEU,2026-07-04T20:21:40.787084+00:00,0
tx_1000149,13.88,VISA,IND,66.235.130.171,desktop,yahoo.com,IND,2026-06-06T23:52:57.787084+00:00,0
tx_1000150,516.82,VISA,FRA,74.80.37.114,mobile,yahoo.com,FRA,2026-06-23T07:32:49.787084+00:00,0
tx_1000151,51.87,MASTERCARD,IND,109.128.233.217,mobile,gmail.com,IND,2026-06-21T04:55:52.787084+00:00,0
tx_1000152,294.54,VISA,CAN,124.54.121.98,mobile,acme.com,CAN,2026-07-04T07:16:19.787084+00:00,0
tx_1000153,172.64,VISA,USA,180.151.11.251,tablet,outlook.com,USA,2026-06-25T18:04:51.787084+00:00,0
tx_1000154,48.26,VISA,USA,176.25.254.214,desktop,gmail.com,USA,2026-06-20T10:22:27.787084+00:00,0
tx_1000155,134.51,MASTERCARD,USA,206.180.112.163,desktop,gmail.com,USA,2026-06-15T18:27:13.787084+00:00,0
tx_1000156,102.82,VISA,USA,185.70.49.232,mobile,gmail.com,USA,2026-06-08T10:51:52.787084+00:00,0
tx_1000157,49.1,VISA,USA,149.186.67.24,desktop,gmail.com,USA,2026-06-20T20:45:44.787084+00:00,0
tx_1000158,4.01,,USA,52.67.187.136,mobile,yahoo.com,USA,2026-06-30T21:34:01.787084+00:00,0
tx_1000159,43.34,VISA,USA,66.246.151.192,desktop,startup.io,USA,2026-06-22T23:33:56.787084+00:00,0
tx_1000160,35.16,VISA,MEX,20.72.115.221,desktop,yahoo.com,MEX,2026-06-25T19:57:06.787084+00:00,0
tx_1000161,15.78,VISA,CAN,94.46.202.4,desktop,outlook.com,CAN,2026-06-19T09:03:01.787084+00:00,0
tx_1000162,26.19,VISA,USA,173.134.195.211,mobile,gmail.com,USA,2026-06-24T13:43:55.787084+00:00,0
tx_1000163,26.87,MASTERCARD,USA,7.167.113.166,desktop,gmail.com,USA,2026-06-09T14:35:13.787084+00:00,0
tx_1000164,156.41,VISA,USA,180.154.209.30,mobile,acme.com,USA,2026-06-13T07:47:09.787084+00:00,0
tx_1000165,6.62,VISA,USA,30.49.120.228,mobile,gmail.com,DEU,2026-07-02T15:13:15.787084+00:00,1
tx_1000166,114.94,VISA,USA,172.214.79.227,desktop,yahoo.com,USA,2026-06-26T16:18:33.787084+00:00,0
tx_1000167,160.42,VISA,USA,158.208.143.9,mobile,gmail.com,USA,2026-06-24T12:37:57.787084+00:00,0
tx_1000168,14.17,VISA,USA,61.185.50.252,mobile,outlook.com,USA,2026-06-24T08:54:36.787084+00:00,0
tx_1000169,92.19,MASTERCARD,USA,92.31.203.71,mobile,gmail.com,USA,2026-06-15T18:04:36.787084+00:00,0
tx_1000170,81.89,VISA,USA,211.232.46.170,desktop,gmail.com,USA,2026-06-16T20:03:18.787084+00:00,0
tx_1000171,33.8,VISA,USA,6.25.170.63,desktop,outlook.com,USA,2026-06-12T15:38:45.787084+00:00,0
tx_1000172,27.5,VISA,USA,213.106.110.209,mobile,gmail.com,USA,2026-06-17T20:23:49.787084+00:00,0
tx_1000173,128.61,MASTERCARD,USA,153.1.141.220,mobile,gmail.com,USA,2026-06-13T13:30:27.787084+00:00,0
tx_1000174,56.2,MASTERCARD,USA,205.89.56.170,mobile,gmail.com,USA,2026-06-07T18:58:11.787084+00:00,0
tx_1000175,41.58,MASTERCARD,GBR,202.121.165.5,desktop,gmail.com,GBR,2026-06-14T23:56:43.787084+00:00,0
tx_1000176,61.81,MASTERCARD,USA,108.58.32.122,desktop,outlook.com,USA,2026-06-28T07:12:44.787084+00:00,0
tx_1000177,9.08,DISCOVER,USA,28.231.113.243,desktop,gmail.com,USA,2026-07-06T09:35:07.787084+00:00,0
tx_1000178,55.37,VISA,USA,222.154.234.165,mobile,outlook.com,USA,2026-06-08T01:13:37.787084+00:00,0
tx_1000179,17.8,VISA,USA,103.218.55.126,desktop,acme.com,USA,2026-06-28T01:43:17.787084+00:00,0
tx_1000180,58.74,MASTERCARD,USA,156.75.33.33,desktop,acme.com,USA,2026-06-19T21:21:02.787084+00:00,0
tx_1000181,120.43,VISA,USA,183.166.195.153,desktop,gmail.com,USA,2026-07-02T07:04:38.787084+00:00,0
tx_1000182,76.01,VISA,USA,111.50.58.219,desktop,gmail.com,USA,2026-07-03T07:17:09.787084+00:00,0
tx_1000183,22.63,VISA,USA,116.116.211.87,mobile,gmail.com,USA,2026-06-28T13:17:54.787084+00:00,0
tx_1000184,18.3,MASTERCARD,IND,81.218.160.171,mobile,gmail.com,IND,2026-06-18T21:54:07.787084+00:00,0
tx_1000185,622.65,VISA,USA,122.34.46.213,mobile,gmail.com,USA,2026-06-10T16:23:26.787084+00:00,1
tx_1000186,579.3,VISA,CAN,190.190.66.143,desktop,gmail.com,CAN,2026-06-09T10:49:00.787084+00:00,0
tx_1000187,41.61,MASTERCARD,USA,85.62.210.91,mobile,gmail.com,USA,2026-06-27T01:41:27.787084+00:00,0
tx_1000188,91.72,MASTERCARD,USA,74.159.180.27,desktop,yahoo.com,USA,2026-07-04T14:15:27.787084+00:00,0
tx_1000189,26.47,VISA,USA,124.114.55.90,mobile,gmail.com,USA,2026-07-03T13:01:48.787084+00:00,0
tx_1000190,42.49,VISA,USA,147.115.219.217,mobile,hotmail.com,USA,2026-07-03T18:30:22.787084+00:00,0
tx_1000191,84.15,MASTERCARD,USA,158.13.136.8,mobile,outlook.com,USA,2026-06-15T07:08:01.787084+00:00,0
tx_1000192,42.67,VISA,MEX,87.179.3.47,mobile,gmail.com,MEX,2026-06-13T11:50:02.787084+00:00,0
tx_1000193,9.49,MASTERCARD,IND,37.15.46.192,desktop,yahoo.com,IND,2026-07-02T06:59:27.787084+00:00,0
tx_1000194,16.16,AMERICAN EXPRESS,CHN,88.80.189.80,mobile,gmail.com,CHN,2026-06-22T06:52:02.787084+00:00,0
tx_1000195,129.14,MASTERCARD,GBR,22.26.79.41,desktop,outlook.com,GBR,2026-07-06T12:46:03.787084+00:00,0
tx_1000196,50.21,VISA,USA,114.217.248.156,desktop,yahoo.com,USA,2026-06-27T23:57:09.787084+00:00,0
tx_1000197,29.15,VISA,CAN,132.58.176.111,desktop,gmail.com,CAN,2026-06-11T22:07:47.787084+00:00,0
tx_1000198,190.99,VISA,USA,125.157.23.57,mobile,yahoo.com,USA,2026-06-25T17:26:56.787084+00:00,0
tx_1000199,55.41,VISA,USA,53.154.108.197,mobile,gmail.com,USA,2026-06-13T04:49:26.787084+00:00,0
tx_1000200,49.53,AMERICAN EXPRESS,GBR,31.3.254.192,tablet,gmail.com,GBR,2026-06-27T10:41:00.787084+00:00,0
tx_1000201,130.73,MASTERCARD,USA,181.117.181.19,desktop,yahoo.com,USA,2026-06-25T19:33:19.787084+00:00,0
tx_1000202,29.63,VISA,CAN,118.39.160.148,desktop,gmail.com,USA,2026-06-27T09:05:10.787084+00:00,0
tx_1000203,192.21,VISA,USA,107.148.58.104,desktop,gmail.com,USA,2026-06-07T13:14:00.787084+00:00,0
tx_1000204,44.18,VISA,USA,159.235.185.23,desktop,acme.com,USA,2026-06-27T17:44:23.787084+00:00,0
tx_1000205,57.5,MASTERCARD,USA,151.205.40.102,desktop,outlook.com,USA,2026-06-21T14:25:47.787084+00:00,0
tx_1000206,43.54,MASTERCARD,USA,200.86.39.131,tablet,gmail.com,USA,2026-06-12T01:47:04.787084+00:00,0
tx_1000207,88.78,AMERICAN EXPRESS,USA,199.178.179.187,mobile,yahoo.com,USA,2026-06-13T17:00:18.787084+00:00,0
tx_1000208,24.62,VISA,USA,51.88.78.195,mobile,gmail.com,USA,2026-06-10T04:43:36.787084+00:00,0
tx_1000209,27.29,VISA,CHN,127.237.229.175,mobile,acme.com,CHN,2026-07-03T22:36:52.787084+00:00,0
tx_1000210,186.03,MASTERCARD,USA,83.161.77.113,mobile,gmail.com,USA,2026-06-09T20:29:35.787084+00:00,0
tx_1000211,26.26,VISA,USA,204.140.28.91,mobile,yahoo.com,USA,2026-07-01T04:01:27.787084+00:00,0
tx_1000212,25.22,MASTERCARD,IND,10.29.188.213,mobile,hotmail.com,IND,2026-06-20T11:24:10.787084+00:00,0
tx_1000213,31.33,MASTERCARD,USA,219.46.196.119,desktop,gmail.com,USA,2026-07-04T17:03:59.787084+00:00,0
tx_1000214,12.25,MASTERCARD,USA,11.230.96.83,desktop,gmail.com,USA,2026-07-05T21:49:00.787084+00:00,0
tx_1000215,22.52,MASTERCARD,USA,16.230.52.208,mobile,gmail.com,USA,2026-06-23T05:04:04.787084+00:00,0
tx_1000216,560.44,MASTERCARD,USA,166.88.20.64,mobile,yahoo.com,USA,2026-06-27T18:57:33.787084+00:00,0
tx_1000217,27.29,VISA,FRA,157.81.186.96,mobile,yahoo.com,FRA,2026-06-20T06:31:43.787084+00:00,0
