amount,currency,timestamp,device_id,ip_address,country,brand,source
60.9,EUR,2026-05-13T23:39:43Z,dev_7387113468,21.138.182.116,DE,Amex,mobile_app
431.0,GBP,2026-05-02T03:24:18Z,dev_39125486e5,27.182.149.93,GB,Visa,mobile_app
90.92,JPY,2026-03-15T00:40:04Z,dev_569ab48f24,47.143.247.53,JP,Mastercard,web_checkout
59.52,EUR,2026-05-31T15:33:12Z,dev_ebe9ae66c3,213.34.41.72,DE,Amex,mobile_app
24.46,USD,2026-02-21T20:35:57Z,dev_5833170779,20.92.231.145,US,Visa,pos_terminal
113.91,GBP,2026-03-20T14:23:17Z,dev_987c2bd489,158.107.31.76,GB,Mastercard,mobile_app
59.01,JPY,2026-01-11T04:12:00Z,dev_7a2ad029ff,153.81.102.110,JP,RuPay,mobile_app
47.82,AUD,2026-03-02T07:07:18Z,dev_fa2550dbe4,150.243.124.19,AU,RuPay,api
100.73,AUD,2026-02-22T07:17:19Z,dev_d4f2248bc9,48.103.85.115,AU,Amex,api
40.26,JPY,2026-03-17T12:23:07Z,dev_91010a8235,71.251.116.245,JP,Amex,pos_terminal
4704.0,INR,2026-01-11T10:52:32Z,dev_6a662f14f9,131.194.187.41,IN,Amex,api
176.36,EUR,2026-06-11T07:39:58Z,dev_4af2ec12d0,123.183.201.65,DE,Mastercard,pos_terminal
91.69,EUR,2026-05-01T06:19:19Z,dev_ca3327ffbc,106.225.119.155,DE,Visa,mobile_app
43.63,USD,2026-05-21T16:14:52Z,dev_da979bb5d3,95.72.159.139,US,RuPay,web_checkout
1441.6,INR,2026-02-04T00:51:37Z,dev_99b0f40b2d,9.153.119.228,IN,RuPay,web_checkout
45.72,EUR,2026-02-27T13:04:54Z,dev_7a9162ff37,206.10.111.10,DE,Visa,api
53.87,AUD,2026-03-23T07:45:31Z,dev_b1ea04649d,174.3.203.240,AU,Mastercard,api
165.45,JPY,2026-05-20T01:54:51Z,dev_246804e531,78.110.9.89,JP,Amex,pos_terminal
24.98,USD,2026-04-02T12:19:27Z,dev_8fa2d049d9,73.242.15.159,US,Visa,pos_terminal
382.4,INR,2026-03-24T15:48:07Z,dev_9a10285dbb,155.210.26.142,IN,Visa,api
66.78,AUD,2026-01-17T06:59:46Z,dev_604af2c771,104.234.196.83,AU,Amex,api
173.01,EUR,2026-03-14T12:09:33Z,dev_d0e6168240,138.65.38.199,DE,Visa,mobile_app
41.85,GBP,2026-02-10T03:19:52Z,dev_2762bc972a,172.72.40.233,GB,Visa,pos_terminal
21.11,JPY,2026-06-08T10:20:21Z,dev_d97c9ec234,9.54.0.91,JP,Mastercard,web_checkout
34.17,EUR,2026-03-22T23:10:15Z,dev_4e3e712ae9,193.163.224.41,DE,RuPay,pos_terminal
63.39,JPY,2026-03-23T05:25:53Z,dev_43e3914c4f,154.197.110.182,JP,Amex,pos_terminal
25.84,JPY,2026-03-23T06:59:44Z,dev_1f333cf1bd,91.140.116.222,JP,Amex,api
138.74,EUR,2026-03-09T03:14:30Z,dev_d4abbe6044,13.100.128.9,DE,Amex,api
99.15,AUD,2026-03-14T01:24:44Z,dev_163c9ffd5b,221.196.56.182,AU,Mastercard,api
9831.2,INR,2026-01-24T19:53:49Z,dev_f094b3be03,212.172.199.232,IN,Visa,web_checkout
3115.2,INR,2026-05-21T20:27:20Z,dev_1e58798942,34.250.125.114,IN,Visa,pos_terminal
96.51,GBP,2026-06-07T18:40:24Z,dev_48437cf90d,222.92.192.144,GB,Visa,mobile_app
821.02,AUD,2026-04-11T14:52:51Z,dev_bd4a4182e4,183.144.38.211,AU,Amex,mobile_app
343.41,AUD,2026-04-26T09:32:55Z,dev_db3d7cdbe4,136.191.5.197,AU,Mastercard,web_checkout
28.64,JPY,2026-03-04T20:20:17Z,dev_6fce7d26a9,139.232.162.73,JP,Visa,mobile_app
63.55,AUD,2026-06-26T06:16:17Z,dev_5b2951a1c0,125.14.40.103,AU,Amex,api
43.34,USD,2026-02-17T23:17:06Z,dev_b16c44ca6e,54.59.26.249,US,Mastercard,mobile_app
25.77,USD,2026-05-25T09:59:15Z,dev_590e5e6f17,20.138.228.61,US,Visa,web_checkout
1460.0,INR,2026-05-26T13:44:03Z,dev_27efeb0be4,1.185.212.63,IN,Visa,api
47.84,JPY,2026-04-06T10:01:40Z,dev_9b4f4276c3,147.190.68.148,JP,Visa,web_checkout
37.6,GBP,2026-02-04T03:18:11Z,dev_35bc20b90f,24.35.87.13,GB,Amex,mobile_app
131.1,AUD,2026-01-24T17:07:01Z,dev_17795f3cc8,53.0.192.59,AU,RuPay,pos_terminal
133.6,GBP,2026-03-07T09:41:01Z,dev_c209066ff0,140.114.141.215,GB,RuPay,api
329.25,JPY,2026-06-14T19:26:14Z,dev_24d5a4c6fc,170.218.155.238,JP,Visa,web_checkout
10904.8,INR,2026-04-24T02:35:19Z,dev_4d1944ccde,198.140.206.250,IN,RuPay,web_checkout
56.51,JPY,2026-02-25T09:58:16Z,dev_ebee8ec965,19.250.240.109,JP,Visa,api
16.25,JPY,2026-06-03T19:20:25Z,dev_bde36126b0,160.142.0.198,JP,RuPay,mobile_app
54.53,USD,2026-03-23T02:30:52Z,dev_da1e8dac84,72.38.23.122,US,Amex,pos_terminal
35.15,AUD,2026-01-17T09:56:14Z,dev_2d83a25d04,7.44.66.149,AU,Amex,pos_terminal
204.8,EUR,2026-05-04T18:08:26Z,dev_5a8c704d0c,83.133.148.251,DE,Mastercard,web_checkout
7368.0,INR,2026-06-10T10:55:04Z,dev_d98ee9da7a,216.34.135.65,IN,Mastercard,api
704.0,INR,2026-04-23T12:27:35Z,dev_b85a6051a7,204.145.10.22,IN,Mastercard,web_checkout
16.21,EUR,2026-01-05T11:04:37Z,dev_06589a5f24,23.91.221.41,DE,Amex,web_checkout
7.2,EUR,2026-05-27T00:49:25Z,dev_d64f83e659,66.141.228.132,DE,Visa,mobile_app
6.46,AUD,2026-02-08T21:19:09Z,dev_90336c9d5d,44.206.1.138,AU,RuPay,mobile_app
53.5,AUD,2026-03-11T02:29:36Z,dev_b493596e05,83.107.89.37,AU,RuPay,web_checkout
24.48,USD,2026-05-02T23:27:44Z,dev_f8be195f81,23.200.128.223,US,Amex,web_checkout
1106.4,INR,2026-05-26T13:17:09Z,dev_cdc50a92d9,126.142.144.36,IN,RuPay,web_checkout
56.84,USD,2026-06-15T06:38:33Z,dev_03b1af8a06,36.10.155.42,US,RuPay,web_checkout
7305.6,INR,2026-06-10T14:21:44Z,dev_d30d285ea8,58.5.195.51,IN,Mastercard,web_checkout
214.06,GBP,2026-05-27T08:43:36Z,dev_7f2da85793,123.229.80.75,GB,Amex,mobile_app
1735.2,INR,2026-03-04T17:49:46Z,dev_6e9bc9a011,94.242.253.124,IN,Visa,api
218.85,USD,2026-01-04T20:06:16Z,dev_8a76968890,174.44.1.185,US,Mastercard,pos_terminal
27.0,EUR,2026-05-12T03:49:43Z,dev_58d19ffc99,203.10.85.151,DE,Mastercard,mobile_app
309.96,USD,2026-02-13T23:00:34Z,dev_6770d4d3cc,30.83.188.94,US,RuPay,pos_terminal
22132.8,INR,2026-05-06T00:52:58Z,dev_98f6ca7717,220.63.118.29,IN,RuPay,mobile_app
87.43,EUR,2026-03-09T05:14:23Z,dev_290d772a7f,188.171.95.141,DE,Visa,pos_terminal
65.49,EUR,2026-05-31T18:55:39Z,dev_05ce864919,166.150.240.249,DE,Visa,mobile_app
67.66,GBP,2026-06-13T17:15:04Z,dev_5a1ecb219e,186.69.199.118,GB,Visa,web_checkout
75.33,EUR,2026-06-21T10:57:26Z,dev_88d747eda7,79.104.76.241,DE,RuPay,pos_terminal
84.13,AUD,2026-01-25T05:03:53Z,dev_9e43864ef5,188.82.57.241,AU,RuPay,pos_terminal
234.69,EUR,2026-06-23T17:32:34Z,dev_e964d62445,57.130.195.202,DE,Mastercard,api
33.11,GBP,2026-04-20T13:50:06Z,dev_9c1271fe7f,205.58.139.68,GB,Amex,pos_terminal
16.84,USD,2026-04-29T03:32:13Z,dev_67359cec35,144.169.141.106,US,Visa,api
233.18,USD,2026-05-28T12:45:40Z,dev_647d95ae85,127.41.129.243,US,RuPay,mobile_app
44.91,GBP,2026-03-10T19:02:46Z,dev_ec3c3ba88f,84.82.217.48,GB,Visa,web_checkout
28.23,JPY,2026-03-09T21:21:12Z,dev_c2a5e7de69,3.26.75.90,JP,Mastercard,pos_terminal
11.95,GBP,2026-04-05T21:07:42Z,dev_4a16b26c86,134.230.188.31,GB,Visa,pos_terminal
12.18,EUR,2026-05-31T11:45:24Z,dev_2e9e3aa788,182.233.174.56,DE,Mastercard,pos_terminal
56.73,GBP,2026-01-15T06:02:37Z,dev_9f15b9212f,40.233.144.88,GB,Visa,mobile_app
147.4,EUR,2026-02-08T23:01:29Z,dev_9ba174897d,79.191.252.110,DE,Amex,web_checkout
21.84,EUR,2026-05-08T20:12:35Z,dev_3b07f70f7f,150.136.120.2,DE,Amex,mobile_app
3590.4,INR,2026-03-26T08:18:06Z,dev_39a5bdafa1,95.208.114.70,IN,Mastercard,api
38.41,GBP,2026-03-25T02:30:19Z,dev_37846653dc,21.37.8.179,GB,Visa,api
57.71,JPY,2026-02-10T11:36:30Z,dev_2bc1dfac8c,221.145.36.77,JP,Mastercard,pos_terminal
28.27,USD,2026-02-05T09:40:28Z,dev_dccdd6f7d9,49.139.198.86,US,Amex,mobile_app
18.11,JPY,2026-03-07T19:56:02Z,dev_e0c7ac7a52,195.14.101.92,JP,Visa,api
29.21,AUD,2026-05-13T11:14:02Z,dev_472a5ae48b,181.176.247.172,AU,Mastercard,pos_terminal
82.94,GBP,2026-03-27T23:31:46Z,dev_16c147765b,29.228.136.231,GB,Mastercard,mobile_app
5658.4,INR,2026-04-08T12:55:53Z,dev_41377304f1,146.209.35.171,IN,Visa,web_checkout
16.88,USD,2026-04-27T04:57:24Z,dev_a5136f2c5a,181.128.85.180,US,Amex,mobile_app
28.26,EUR,2026-02-14T17:30:25Z,dev_63c895d3bf,33.104.155.51,DE,Mastercard,mobile_app
26.65,EUR,2026-03-26T13:10:33Z,dev_209442f2a9,184.102.188.93,DE,Mastercard,mobile_app
2.99,GBP,2026-03-14T18:39:31Z,dev_cad2895d60,116.247.216.85,GB,Amex,web_checkout
500.8,INR,2026-02-24T07:39:14Z,dev_55d644c3bc,139.145.180.237,IN,RuPay,pos_terminal
37.97,JPY,2026-03-16T22:00:53Z,dev_efb3b12210,213.97.182.87,JP,Mastercard,pos_terminal
3151.2,INR,2026-01-16T15:46:32Z,dev_42ff2b713e,181.114.115.184,IN,RuPay,web_checkout
21423.2,INR,2026-06-20T19:12:05Z,dev_8dc0f3fcd1,103.77.58.245,IN,Mastercard,web_checkout
220.94,EUR,2026-02-04T08:07:51Z,dev_fbb64d4bf7,41.149.231.56,DE,Mastercard,mobile_app
59.83,EUR,2026-05-28T17:35:16Z,dev_e4598dc8cf,171.104.205.211,DE,RuPay,pos_terminal
76.05,GBP,2026-03-18T01:09:05Z,dev_94f444a4df,63.244.77.215,GB,RuPay,web_checkout
34.32,GBP,2026-04-15T01:49:48Z,dev_3e78f62dd6,126.41.233.14,GB,Mastercard,api
90.36,GBP,2026-05-14T03:19:21Z,dev_1be003717c,69.177.49.146,GB,RuPay,pos_terminal
14.26,JPY,2026-04-09T08:36:54Z,dev_9eaa840fcc,63.164.24.212,JP,Mastercard,mobile_app
200.81,JPY,2026-03-04T05:51:11Z,dev_4295de34d7,212.144.78.242,JP,Mastercard,pos_terminal
6323.2,INR,2026-06-24T06:15:23Z,dev_8bcb0bd777,201.195.167.13,IN,Visa,mobile_app
4.93,USD,2026-06-25T09:59:05Z,dev_6339329e48,190.26.44.172,US,Visa,pos_terminal
31.07,GBP,2026-03-13T00:03:46Z,dev_598167ae39,210.249.86.167,GB,Amex,web_checkout
8.52,USD,2026-02-06T10:08:14Z,dev_819e0e87d6,181.72.5.188,US,Mastercard,api
79.9,JPY,2026-01-14T21:22:03Z,dev_ef1d4294cc,39.176.213.56,JP,Mastercard,mobile_app
4659.2,INR,2026-02-24T01:52:30Z,dev_609b9d27a2,159.131.129.187,IN,Amex,api
33.63,JPY,2026-03-17T12:31:57Z,dev_14571adf84,24.46.104.242,JP,RuPay,web_checkout
42.93,EUR,2026-04-24T02:24:37Z,dev_026cd69489,46.183.133.226,DE,RuPay,web_checkout
27.62,USD,2026-05-08T22:05:43Z,dev_79a95d5d39,71.144.158.57,US,Mastercard,pos_terminal
253.0,EUR,2026-02-21T01:35:31Z,dev_e5eb1c398e,65.148.213.89,DE,Mastercard,web_checkout
26.15,GBP,2026-05-25T06:03:15Z,dev_160f6c3aa7,165.205.52.146,GB,Mastercard,mobile_app
62.76,GBP,2026-06-26T13:51:06Z,dev_49d2f2083c,66.20.53.17,GB,Amex,web_checkout
4116.0,INR,2026-05-25T04:36:04Z,dev_08047f37c1,11.171.181.208,IN,Amex,pos_terminal
11.96,AUD,2026-01-20T02:13:32Z,dev_436332bec9,41.243.134.121,AU,Visa,mobile_app
30.6,EUR,2026-01-01T22:43:06Z,dev_3ff6a645ad,30.18.38.146,DE,Mastercard,web_checkout
2075.2,INR,2026-05-18T00:37:09Z,dev_9cef1c9222,99.158.100.72,IN,Mastercard,web_checkout
82.57,EUR,2026-02-21T20:10:47Z,dev_dde365d074,36.121.50.192,DE,Amex,mobile_app
42.26,JPY,2026-03-06T00:35:09Z,dev_a69b8248c2,153.98.24.129,JP,RuPay,pos_terminal
33.19,AUD,2026-02-15T04:24:09Z,dev_8dabe02562,188.134.185.126,AU,RuPay,mobile_app
107.63,USD,2026-06-11T19:43:52Z,dev_31b2d2fdae,127.88.47.156,US,Visa,pos_terminal
24.26,EUR,2026-03-18T09:23:35Z,dev_24470ce609,124.23.235.251,DE,RuPay,mobile_app
57.94,AUD,2026-05-02T23:56:23Z,dev_d38ef8161f,19.231.69.97,AU,RuPay,api
1896.0,INR,2026-01-28T12:19:30Z,dev_6675e0947b,204.22.219.136,IN,Mastercard,pos_terminal
170.1,EUR,2026-05-21T08:32:32Z,dev_e8739d8b14,64.84.37.8,DE,Mastercard,web_checkout
52.02,AUD,2026-04-12T22:36:09Z,dev_eb4b3c2a45,23.220.194.193,AU,Visa,pos_terminal
81.06,JPY,2026-04-12T01:48:41Z,dev_ee154e81cf,223.26.209.161,JP,Amex,pos_terminal
20.92,JPY,2026-03-21T01:25:52Z,dev_d1d226060b,62.247.185.13,JP,Visa,pos_terminal
4720.8,INR,2026-03-11T14:26:59Z,dev_4056fca055,183.61.90.228,IN,Amex,api
54.06,AUD,2026-05-14T06:08:43Z,dev_a5f2f1e353,214.216.207.228,AU,RuPay,pos_terminal
1960.8,INR,2026-02-02T20:40:17Z,dev_1cd5a31198,137.82.64.20,IN,Mastercard,api
32.51,JPY,2026-01-30T13:47:36Z,dev_37d7102e43,212.183.207.170,JP,Mastercard,api
98.97,EUR,2026-02-17T22:29:00Z,dev_b0b3309a58,149.36.241.114,DE,Amex,web_checkout
3.96,AUD,2026-06-15T05:04:36Z,dev_c45f093ef2,14.117.14.37,AU,RuPay,api
88.47,USD,2026-04-11T18:27:45Z,dev_c25a126d2c,205.46.174.176,US,Mastercard,pos_terminal
223.75,USD,2026-01-29T05:15:52Z,dev_2b5dae8723,222.8.176.117,US,Mastercard,web_checkout
2336.0,INR,2026-06-19T04:55:05Z,dev_8025682a1f,51.94.46.92,IN,Amex,api
177.23,EUR,2026-02-03T01:24:06Z,dev_9decc719ab,90.141.225.153,DE,RuPay,pos_terminal
29.66,AUD,2026-02-26T10:40:29Z,dev_c45e5b6f25,197.18.178.11,AU,Visa,mobile_app
65.39,AUD,2026-05-19T19:20:25Z,dev_687c90a586,159.97.46.178,AU,Amex,web_checkout
498.36,AUD,2026-01-11T08:16:21Z,dev_c376ba8ae6,87.150.167.163,AU,RuPay,pos_terminal
73.92,EUR,2026-04-14T19:19:44Z,dev_e6d4cac64a,205.191.131.234,DE,Amex,mobile_app
212.34,USD,2026-03-30T19:04:53Z,dev_8d92b345b8,49.224.133.143,US,Mastercard,pos_terminal
15.02,USD,2026-03-02T00:47:26Z,dev_0097b253a3,62.122.32.250,US,Mastercard,web_checkout
22.39,USD,2026-03-20T16:14:49Z,dev_07e0fb59bc,212.250.237.52,US,RuPay,api
10.34,AUD,2026-01-20T09:33:24Z,dev_320ab3f66c,175.28.165.141,AU,Mastercard,web_checkout
33.12,GBP,2026-05-16T05:35:51Z,dev_a5564157bd,111.174.21.145,GB,Amex,api
10.59,AUD,2026-04-02T17:58:01Z,dev_449375d2b5,74.68.164.120,AU,Amex,api
12.85,AUD,2026-02-19T15:39:32Z,dev_ff19fdbdda,33.155.12.9,AU,RuPay,web_checkout
100.54,EUR,2026-01-19T14:03:15Z,dev_131081d5e4,212.30.59.38,DE,Visa,pos_terminal
15.47,GBP,2026-06-27T07:32:28Z,dev_bb8d8eacc0,176.160.157.121,GB,RuPay,pos_terminal
49.84,GBP,2026-03-30T07:18:28Z,dev_6d65e406c9,105.37.226.175,GB,Mastercard,api
19.21,AUD,2026-06-11T10:04:28Z,dev_7901549ea6,3.211.75.233,AU,Amex,mobile_app
47.14,AUD,2026-04-04T07:26:53Z,dev_6b88e099d2,130.221.219.66,AU,Mastercard,api
6884.0,INR,2026-02-24T07:02:33Z,dev_46b1765d16,38.11.201.27,IN,Mastercard,api
44.83,JPY,2026-05-24T18:55:40Z,dev_626d6f7f48,81.49.146.16,JP,Mastercard,api
113.18,GBP,2026-01-31T10:56:09Z,dev_783c1ade52,118.151.67.253,GB,Mastercard,mobile_app
486.54,EUR,2026-03-27T18:20:55Z,dev_226633898b,184.202.250.102,DE,Mastercard,mobile_app
73.21,JPY,2026-03-27T01:05:24Z,dev_63e86fb5c6,48.12.92.102,JP,Amex,api
13.82,EUR,2026-05-01T07:50:43Z,dev_09ab6d11d9,152.234.177.202,DE,Amex,pos_terminal
14944.0,INR,2026-04-22T13:03:55Z,dev_a07a048773,206.127.173.205,IN,Visa,web_checkout
92.05,USD,2026-01-27T15:55:42Z,dev_af6638530b,59.98.14.127,US,RuPay,web_checkout
25.16,USD,2026-03-28T05:24:56Z,dev_2c0c23013f,217.40.181.175,US,Amex,mobile_app
20.3,GBP,2026-05-12T01:55:22Z,dev_1cdde73081,157.230.29.226,GB,Mastercard,pos_terminal
12.31,USD,2026-02-08T13:25:41Z,dev_e488db65e7,201.202.156.237,US,Mastercard,mobile_app
4.81,AUD,2026-05-20T23:31:35Z,dev_123dbc9891,156.48.27.219,AU,Amex,pos_terminal
65.87,USD,2026-01-06T17:31:43Z,dev_72026c64dd,112.14.113.174,US,Mastercard,api
43.7,EUR,2026-03-30T03:55:07Z,dev_88734e14f6,211.9.238.70,DE,Mastercard,mobile_app
42.28,EUR,2026-03-19T02:10:52Z,dev_91254b73cb,101.139.187.172,DE,Mastercard,pos_terminal
42.66,AUD,2026-04-29T13:50:08Z,dev_2740c149ea,133.145.219.105,AU,Amex,api
25.39,USD,2026-02-08T13:35:26Z,dev_e9f8569125,114.103.186.193,US,RuPay,web_checkout
67.18,EUR,2026-06-02T10:44:16Z,dev_8e87fe822b,122.90.159.53,DE,RuPay,api
2738.4,INR,2026-06-12T15:01:12Z,dev_f819421b5c,52.239.194.158,IN,Visa,web_checkout
198.78,JPY,2026-02-06T13:03:13Z,dev_60175846db,18.203.173.216,JP,RuPay,web_checkout
107.1,AUD,2026-01-08T04:18:19Z,dev_b9db7f7072,108.89.71.58,AU,Mastercard,api
3437.6,INR,2026-06-29T05:14:21Z,dev_e5fa695cbd,222.212.103.5,IN,Visa,api
30.65,USD,2026-03-12T08:49:58Z,dev_a21262bfa8,118.45.205.48,US,RuPay,mobile_app
17.46,GBP,2026-02-07T05:49:10Z,dev_8566872dce,66.5.80.34,GB,Amex,pos_terminal
169.69,EUR,2026-05-15T16:35:03Z,dev_77b12567e0,8.172.65.74,DE,Amex,api
204.8,JPY,2026-03-20T17:09:40Z,dev_c4f9a4b835,134.64.107.184,JP,Visa,pos_terminal
32.99,AUD,2026-05-28T21:13:04Z,dev_1a286b3cf5,169.160.119.143,AU,Visa,api
219.05,JPY,2026-03-04T01:56:39Z,dev_fa854baff7,3.248.222.232,JP,RuPay,api
256.72,GBP,2026-02-13T16:19:12Z,dev_ce780b4c24,115.55.206.186,GB,Amex,mobile_app
25.08,EUR,2026-03-06T05:31:23Z,dev_c0debe372d,133.102.92.165,DE,Visa,mobile_app
82.32,JPY,2026-02-18T06:15:06Z,dev_5d21bdf71d,209.252.122.76,JP,Amex,web_checkout
11.03,USD,2026-03-11T16:58:29Z,dev_d0bdd7bb8e,47.143.188.5,US,Visa,pos_terminal
18.03,EUR,2026-04-11T20:32:07Z,dev_917ad443c3,154.170.224.2,DE,RuPay,api
94.83,GBP,2026-06-18T14:00:01Z,dev_eb74ed3bc3,124.78.66.175,GB,RuPay,pos_terminal
38502.4,INR,2026-03-12T06:00:47Z,dev_426c9d8eb3,76.131.64.51,IN,RuPay,web_checkout
188.54,JPY,2026-05-08T15:32:26Z,dev_0138383e64,19.90.92.200,JP,Amex,api
11.95,USD,2026-05-27T02:34:51Z,dev_e830a843f9,34.207.213.150,US,Amex,web_checkout
33.24,GBP,2026-05-18T23:11:40Z,dev_50a07dce81,110.104.172.209,GB,Visa,pos_terminal
32.35,EUR,2026-05-20T21:10:16Z,dev_d66b554d4e,54.77.81.189,DE,Mastercard,api
