transaction_external_id,transaction_timestamp,amount,card_brand,billing_country,ip_address,device_type,email_domain,card_country
tx_20181030_000042,30-10-2018 02:58,29.28,VISA,DEU,200.246.167.11,tablet,icloud.com,DEU
tx_20250530_000043,30-05-2025 00:44,49.44,VISA,DEU,66.197.95.43,mobile,outlook.com,DEU
tx_20190628_000044,28-06-2019 03:56,295.31,MASTERCARD,IND,184.51.20.152,desktop,hotmail.com,IND
tx_20250714_000045,14-07-2025 21:51,41.67,DISCOVER,CAN,88.4.218.108,desktop,company.com,CAN
tx_20230216_000046,16-02-2023 16:44,73.19,DISCOVER,FRA,236.138.199.124,mobile,hotmail.com,FRA
tx_20190813_000047,13-08-2019 08:56,94.86,DISCOVER,IND,127.218.84.47,desktop,hotmail.com,IND
tx_20191026_000048,26-10-2019 10:10,2870.16,MASTERCARD,CAN,105.126.143.195,mobile,edu.org,CAN
tx_20210109_000049,09-01-2021 00:37,13.65,AMEX,NLD,142.136.89.109,mobile,edu.org,NLD
tx_20190114_000050,14-01-2019 11:09,21.47,DISCOVER,JPN,48.50.56.190,mobile,hotmail.com,MEX
tx_20170215_000051,15-02-2017 07:04,20.05,MASTERCARD,GBR,250.14.142.75,mobile,edu.org,GBR
tx_20170224_000052,24-02-2017 00:26,47.63,VISA,USA,221.123.30.211,mobile,yahoo.com,USA
tx_20220621_000053,21-06-2022 22:55,55.41,MASTERCARD,CAN,143.196.107.156,mobile,proton.me,CAN
tx_20210119_000054,19-01-2021 16:07,14.45,MASTERCARD,USA,190.26.243.196,mobile,hotmail.com,USA
tx_20230529_000055,29-05-2023 02:57,1626.26,AMEX,NLD,9.60.74.181,mobile,edu.org,NLD
tx_20161018_000056,18-10-2016 08:29,73.44,MASTERCARD,JPN,39.233.69.212,desktop,outlook.com,JPN
tx_20241120_000057,20-11-2024 11:11,101.54,DISCOVER,SGP,180.104.242.70,mobile,gmail.com,SGP
tx_20251222_000058,22-12-2025 15:43,111.81,AMEX,BRA,151.244.6.196,mobile,outlook.com,NLD
tx_20210411_000059,11-04-2021 18:53,1103.95,DISCOVER,BRA,249.24.121.90,mobile,yahoo.com,BRA
tx_20250814_000060,14-08-2025 05:51,12.83,AMEX,ESP,10.117.23.81,mobile,proton.me,ESP
tx_20250912_000061,12-09-2025 18:44,133.69,MASTERCARD,NLD,161.114.195.14,mobile,outlook.com,NLD
tx_20190325_000062,25-03-2019 15:57,147.63,DISCOVER,ITA,41.80.142.4,desktop,yahoo.com,ITA
tx_20210305_000063,05-03-2021 04:16,50.88,MASTERCARD,MEX,214.124.251.121,mobile,outlook.com,MEX
tx_20200420_000064,20-04-2020 06:56,184.73,AMEX,FRA,219.107.88.240,mobile,hotmail.com,FRA
tx_20240221_000065,21-02-2024 10:52,166.67,DISCOVER,SGP,89.86.142.196,mobile,company.com,SGP
tx_20251001_000066,01-10-2025 06:52,7.89,MASTERCARD,SGP,208.98.99.254,mobile,gmail.com,SGP
tx_20170601_000067,01-06-2017 18:17,136.26,DISCOVER,CAN,117.4.185.37,mobile,outlook.com,CAN
tx_20161102_000068,02-11-2016 17:05,75.4,AMEX,CAN,173.220.137.98,mobile,edu.org,ESP
tx_20251013_000069,13-10-2025 19:41,837.35,DISCOVER,IND,163.181.224.26,desktop,hotmail.com,ITA
tx_20160428_000070,28-04-2016 01:40,25.76,MASTERCARD,DEU,145.175.203.47,desktop,proton.me,DEU
tx_20221213_000071,13-12-2022 08:46,36.21,AMEX,SGP,3.231.206.120,mobile,outlook.com,SGP
tx_20161029_000072,29-10-2016 16:04,70.89,AMEX,ESP,61.98.147.92,tablet,hotmail.com,ESP
tx_20160330_000073,30-03-2016 23:57,30.02,AMEX,USA,128.214.232.232,mobile,icloud.com,MEX
tx_20221022_000074,22-10-2022 12:49,19.02,VISA,ITA,215.36.161.25,mobile,edu.org,ITA
tx_20160516_000075,16-05-2016 21:06,27.29,AMEX,IND,34.202.139.225,mobile,hotmail.com,IND
tx_20250424_000076,24-04-2025 05:59,2.68,MASTERCARD,MEX,30.120.247.20,mobile,icloud.com,ITA
tx_20250824_000077,24-08-2025 14:28,9438.87,DISCOVER,SGP,192.173.68.150,mobile,company.com,SGP
tx_20170319_000078,19-03-2017 08:30,31.77,AMEX,NLD,17.163.211.119,mobile,yahoo.com,NLD
tx_20170726_000079,26-07-2017 01:39,2718.15,DISCOVER,GBR,95.172.244.191,mobile,outlook.com,GBR
tx_20251205_000080,05-12-2025 15:06,212.28,MASTERCARD,FRA,95.56.114.114,mobile,yahoo.com,FRA
tx_20230909_000081,09-09-2023 13:22,1614.88,MASTERCARD,DEU,211.117.24.170,mobile,gmail.com,ESP
tx_20160726_000082,26-07-2016 12:08,2412.89,MASTERCARD,DEU,209.223.60.85,mobile,gmail.com,DEU
tx_20190209_000083,09-02-2019 05:16,68.92,MASTERCARD,AUS,61.151.83.5,mobile,outlook.com,AUS
tx_20240426_000084,26-04-2024 15:19,44.41,VISA,JPN,116.129.57.243,mobile,hotmail.com,JPN
tx_20210219_000085,19-02-2021 23:25,34.25,VISA,SGP,21.83.156.38,desktop,company.com,SGP
tx_20200409_000086,09-04-2020 21:45,2254.45,MASTERCARD,ESP,225.197.142.185,mobile,icloud.com,ESP
tx_20200821_000087,21-08-2020 12:20,102.27,DISCOVER,AUS,96.245.40.176,desktop,yahoo.com,AUS
tx_20170116_000088,16-01-2017 15:43,137.85,DISCOVER,AUS,106.91.224.171,mobile,gmail.com,AUS
tx_20190324_000089,24-03-2019 21:51,24.66,AMEX,SGP,28.90.217.143,desktop,hotmail.com,SGP
tx_20220609_000090,09-06-2022 08:14,66.68,AMEX,ESP,8.47.70.180,tablet,company.com,ESP
tx_20160126_000091,26-01-2016 06:36,182.98,DISCOVER,BRA,192.136.56.97,mobile,outlook.com,CAN
tx_20200224_000092,24-02-2020 11:20,631.52,DISCOVER,GBR,13.173.21.70,mobile,edu.org,GBR
tx_20221022_000093,22-10-2022 16:05,29.77,AMEX,CAN,174.152.125.135,desktop,proton.me,CAN
tx_20220920_000094,20-09-2022 01:59,19.46,MASTERCARD,USA,111.45.34.98,mobile,company.com,USA
tx_20161022_000095,22-10-2016 14:27,183.22,MASTERCARD,IND,104.6.248.84,mobile,edu.org,IND
tx_20250430_000096,30-04-2025 13:10,11.27,VISA,FRA,57.86.200.44,mobile,yahoo.com,FRA
tx_20211213_000097,13-12-2021 18:34,2.77,MASTERCARD,BRA,61.27.38.66,desktop,outlook.com,BRA
tx_20240710_000098,10-07-2024 23:51,57.42,AMEX,BRA,165.163.253.160,mobile,company.com,NLD
tx_20170910_000099,10-09-2017 16:00,8.49,VISA,USA,19.80.119.116,desktop,hotmail.com,USA
tx_20161110_000100,10-11-2016 23:28,56.84,MASTERCARD,ITA,11.116.233.208,mobile,edu.org,ITA
tx_20210815_000101,15-08-2021 05:29,176.26,DISCOVER,MEX,166.45.11.64,tablet,outlook.com,MEX
tx_20200130_000102,30-01-2020 13:34,132.62,VISA,USA,166.86.17.85,mobile,proton.me,USA
tx_20190309_000103,09-03-2019 09:10,125.13,AMEX,AUS,170.37.235.90,tablet,proton.me,AUS
tx_20170612_000104,12-06-2017 21:39,56.29,VISA,AUS,172.180.213.243,mobile,proton.me,AUS
tx_20210913_000105,13-09-2021 13:10,9.82,AMEX,ITA,58.36.40.20,mobile,yahoo.com,ITA
tx_20210910_000106,10-09-2021 19:39,9.82,MASTERCARD,IND,47.213.178.198,mobile,gmail.com,IND
tx_20200809_000107,09-08-2020 13:15,56.63,DISCOVER,MEX,60.137.62.80,tablet,icloud.com,MEX
tx_20200215_000108,15-02-2020 20:46,199.98,MASTERCARD,JPN,42.210.52.206,mobile,gmail.com,JPN
tx_20230311_000109,11-03-2023 17:29,178.55,DISCOVER,ESP,22.196.42.70,tablet,outlook.com,ESP
tx_20250426_000110,26-04-2025 15:55,146.7,VISA,IND,58.8.82.239,mobile,company.com,AUS
tx_20241115_000111,15-11-2024 05:19,14.03,VISA,GBR,121.115.158.2,desktop,icloud.com,GBR
tx_20250513_000112,13-05-2025 05:26,51.3,DISCOVER,FRA,32.13.62.108,desktop,edu.org,FRA
tx_20220910_000113,10-09-2022 19:31,20.73,AMEX,DEU,48.171.172.22,desktop,gmail.com,DEU
tx_20200518_000114,18-05-2020 17:07,8.98,VISA,AUS,89.62.188.169,mobile,company.com,AUS
tx_20170630_000115,30-06-2017 01:36,24.01,MASTERCARD,BRA,179.123.162.47,desktop,edu.org,BRA
tx_20160531_000116,31-05-2016 10:41,2.47,AMEX,FRA,254.209.140.122,desktop,icloud.com,FRA
tx_20190317_000117,17-03-2019 12:59,54.84,MASTERCARD,IND,230.245.99.87,mobile,edu.org,IND
tx_20200213_000118,13-02-2020 18:54,22.65,AMEX,ESP,76.83.27.21,mobile,hotmail.com,ESP
tx_20201231_000119,31-12-2020 21:56,59.91,VISA,MEX,158.112.71.164,desktop,proton.me,AUS
tx_20200128_000120,28-01-2020 18:40,215.37,MASTERCARD,NLD,113.9.33.18,mobile,company.com,NLD
tx_20200123_000121,23-01-2020 13:56,11.15,AMEX,CAN,136.94.102.81,desktop,yahoo.com,CAN
tx_20160416_000122,16-04-2016 06:46,36.49,DISCOVER,FRA,55.157.74.178,desktop,outlook.com,FRA
tx_20250725_000123,25-07-2025 02:41,2204.82,AMEX,ESP,89.182.17.141,mobile,outlook.com,BRA
tx_20231225_000124,25-12-2023 23:13,13.97,AMEX,ITA,203.127.7.93,mobile,outlook.com,ITA
tx_20221111_000125,11-11-2022 03:08,9.38,AMEX,IND,211.148.19.33,mobile,edu.org,IND
tx_20210323_000126,23-03-2021 18:50,3.31,VISA,GBR,34.111.129.234,mobile,outlook.com,GBR
tx_20190530_000127,30-05-2019 05:59,38.47,VISA,JPN,161.78.158.137,mobile,outlook.com,JPN
tx_20220821_000128,21-08-2022 21:08,5.41,VISA,ESP,212.222.8.21,tablet,hotmail.com,USA
tx_20230421_000129,21-04-2023 07:40,86.79,MASTERCARD,BRA,165.245.78.124,mobile,proton.me,BRA
tx_20190503_000130,03-05-2019 16:30,29.34,DISCOVER,AUS,188.253.221.89,desktop,company.com,AUS
tx_20211010_000131,10-10-2021 20:26,13.73,DISCOVER,GBR,75.243.99.222,desktop,outlook.com,GBR
tx_20250214_000132,14-02-2025 11:55,18.24,DISCOVER,FRA,24.242.101.130,tablet,icloud.com,FRA
tx_20220717_000133,17-07-2022 12:50,11.19,DISCOVER,BRA,138.3.217.28,desktop,hotmail.com,BRA
tx_20240227_000134,27-02-2024 13:19,80.26,DISCOVER,DEU,74.19.99.130,mobile,hotmail.com,DEU
tx_20250403_000135,03-04-2025 22:41,53.86,MASTERCARD,ITA,241.94.194.37,mobile,proton.me,JPN
tx_20210810_000136,10-08-2021 01:27,20.11,DISCOVER,JPN,239.157.82.42,tablet,hotmail.com,JPN
tx_20220828_000137,28-08-2022 12:14,37.64,DISCOVER,SGP,95.85.173.29,mobile,gmail.com,SGP
tx_20220910_000138,10-09-2022 17:16,10.13,DISCOVER,DEU,150.123.44.135,desktop,icloud.com,DEU
tx_20160509_000139,09-05-2016 20:50,9.75,VISA,IND,157.236.121.224,mobile,icloud.com,IND
tx_20220416_000140,16-04-2022 11:50,31.09,DISCOVER,ESP,165.206.178.68,desktop,icloud.com,ESP
tx_20190216_000141,16-02-2019 20:19,127.52,DISCOVER,JPN,185.71.74.32,mobile,proton.me,ITA
tx_20250306_000142,06-03-2025 12:33,21.01,AMEX,SGP,192.123.55.52,tablet,hotmail.com,SGP
tx_20170716_000143,16-07-2017 03:58,62.07,AMEX,JPN,60.14.26.106,mobile,yahoo.com,JPN
tx_20230822_000144,22-08-2023 05:00,143.35,AMEX,SGP,194.247.74.83,mobile,yahoo.com,SGP
tx_20230425_000145,25-04-2023 20:54,2803.68,DISCOVER,IND,240.236.10.215,mobile,outlook.com,GBR
tx_20240525_000146,25-05-2024 10:32,42.25,DISCOVER,BRA,127.228.241.35,mobile,yahoo.com,BRA
tx_20190916_000147,16-09-2019 05:54,1342.78,DISCOVER,FRA,194.50.45.157,mobile,company.com,FRA
tx_20161221_000148,21-12-2016 14:35,54.15,AMEX,DEU,99.61.115.193,tablet,hotmail.com,DEU
tx_20220713_000149,13-07-2022 20:51,53.94,AMEX,IND,237.230.228.181,mobile,hotmail.com,IND
tx_20200214_000150,14-02-2020 22:22,33.94,MASTERCARD,MEX,121.194.138.206,mobile,yahoo.com,MEX
tx_20211122_000151,22-11-2021 16:15,39.78,MASTERCARD,ESP,130.52.147.138,desktop,edu.org,ESP
tx_20170421_000152,21-04-2017 07:28,81.52,VISA,USA,132.107.117.145,mobile,hotmail.com,USA
tx_20240210_000153,10-02-2024 00:47,12.56,VISA,USA,180.17.139.16,tablet,edu.org,USA
tx_20160509_000154,09-05-2016 10:27,17.38,DISCOVER,BRA,229.98.115.223,mobile,outlook.com,AUS
tx_20230430_000155,30-04-2023 12:39,29.04,DISCOVER,ITA,77.119.173.185,mobile,icloud.com,ITA
tx_20181010_000156,10-10-2018 16:46,24.51,VISA,CAN,170.108.158.197,desktop,yahoo.com,CAN
tx_20170217_000157,17-02-2017 21:37,54.78,MASTERCARD,DEU,194.222.199.15,mobile,hotmail.com,DEU
tx_20180817_000158,17-08-2018 20:58,15.64,AMEX,FRA,134.57.106.77,desktop,outlook.com,BRA
tx_20230108_000159,08-01-2023 15:33,40.88,MASTERCARD,IND,82.179.107.105,mobile,outlook.com,IND
tx_20240617_000160,17-06-2024 19:35,26.27,DISCOVER,ITA,15.144.106.248,mobile,outlook.com,ITA
tx_20200509_000161,09-05-2020 08:50,18.35,AMEX,AUS,186.213.49.14,mobile,gmail.com,AUS
tx_20251018_000162,18-10-2025 02:38,3.1,VISA,SGP,233.86.78.245,desktop,icloud.com,SGP
tx_20240425_000163,25-04-2024 04:16,243.81,AMEX,MEX,235.62.142.83,mobile,company.com,MEX
tx_20190617_000164,17-06-2019 09:31,3.82,AMEX,MEX,215.82.235.53,mobile,gmail.com,MEX
tx_20220423_000165,23-04-2022 08:03,46.61,DISCOVER,DEU,98.146.214.63,mobile,company.com,DEU
tx_20181120_000166,20-11-2018 17:47,35.83,VISA,MEX,48.235.228.139,mobile,yahoo.com,MEX
tx_20250304_000167,04-03-2025 01:45,85.53,VISA,MEX,56.130.117.96,mobile,edu.org,MEX
tx_20230524_000168,24-05-2023 17:45,30.87,MASTERCARD,FRA,209.179.173.111,desktop,yahoo.com,FRA
tx_20211117_000169,17-11-2021 05:25,10.12,MASTERCARD,ITA,96.246.104.118,tablet,icloud.com,ITA
tx_20190513_000170,13-05-2019 02:56,1448.16,VISA,JPN,164.3.180.44,mobile,proton.me,JPN
tx_20230326_000171,26-03-2023 12:03,87.79,DISCOVER,USA,231.223.178.228,mobile,yahoo.com,USA
tx_20230904_000172,04-09-2023 10:12,205.69,DISCOVER,AUS,54.151.37.193,tablet,hotmail.com,AUS
tx_20171027_000173,27-10-2017 20:31,4.85,AMEX,GBR,177.186.21.129,desktop,proton.me,GBR
tx_20180808_000174,08-08-2018 02:46,9.95,DISCOVER,ITA,163.70.201.116,desktop,proton.me,ITA
tx_20201103_000175,03-11-2020 06:45,99.42,DISCOVER,ITA,19.22.69.40,mobile,outlook.com,ITA
tx_20240417_000176,17-04-2024 14:11,6699.21,DISCOVER,AUS,27.34.23.48,mobile,proton.me,AUS
tx_20170227_000177,27-02-2017 00:57,6.44,VISA,ESP,75.106.100.200,mobile,icloud.com,ESP
tx_20220531_000178,31-05-2022 18:58,13.37,AMEX,SGP,43.112.71.108,mobile,yahoo.com,SGP
tx_20200119_000179,19-01-2020 09:09,35.85,AMEX,USA,216.159.98.206,mobile,proton.me,AUS
tx_20250222_000180,22-02-2025 23:42,16.07,MASTERCARD,FRA,163.126.248.148,mobile,hotmail.com,FRA
tx_20250226_000181,26-02-2025 14:18,2.72,VISA,MEX,205.75.213.178,mobile,proton.me,MEX
tx_20230719_000182,19-07-2023 18:10,13.78,DISCOVER,IND,19.115.254.154,mobile,proton.me,IND
tx_20220204_000183,04-02-2022 01:20,86.19,AMEX,BRA,197.64.169.171,desktop,gmail.com,CAN
tx_20220425_000184,25-04-2022 23:29,63.93,MASTERCARD,IND,26.67.57.131,mobile,proton.me,IND
tx_20210311_000185,11-03-2021 21:25,55.88,MASTERCARD,FRA,247.22.30.213,mobile,company.com,FRA
tx_20210208_000186,08-02-2021 07:31,38.91,VISA,SGP,77.12.208.182,desktop,company.com,SGP
tx_20230408_000187,08-04-2023 03:58,54.6,DISCOVER,GBR,85.144.110.246,desktop,proton.me,GBR
tx_20230123_000188,23-01-2023 06:42,6.51,MASTERCARD,DEU,110.100.2.181,desktop,yahoo.com,DEU
tx_20220622_000189,22-06-2022 03:42,124.02,AMEX,CAN,221.126.136.248,mobile,proton.me,CAN
tx_20220801_000190,01-08-2022 04:09,5.71,MASTERCARD,MEX,236.158.152.22,mobile,icloud.com,MEX
tx_20190604_000191,04-06-2019 04:15,5.2,MASTERCARD,GBR,109.48.125.163,mobile,edu.org,GBR
tx_20190329_000192,29-03-2019 05:06,195.52,DISCOVER,DEU,247.144.130.168,mobile,edu.org,DEU
tx_20200829_000193,29-08-2020 16:09,35.76,DISCOVER,FRA,58.138.74.44,mobile,edu.org,FRA
tx_20220301_000194,01-03-2022 18:35,8.88,MASTERCARD,JPN,109.27.189.213,mobile,gmail.com,JPN
tx_20210116_000195,16-01-2021 09:34,7.7,AMEX,ITA,54.208.189.151,mobile,proton.me,ITA
tx_20171110_000196,10-11-2017 22:26,1377.04,AMEX,FRA,44.83.251.181,mobile,hotmail.com,FRA
tx_20250815_000197,15-08-2025 18:43,7.12,DISCOVER,BRA,37.148.162.69,mobile,yahoo.com,BRA
tx_20230208_000198,08-02-2023 03:23,17.59,VISA,SGP,149.1.223.199,mobile,edu.org,AUS
tx_20230213_000199,13-02-2023 13:02,123.13,AMEX,JPN,145.219.125.202,mobile,gmail.com,JPN
tx_20160707_000200,07-07-2016 03:37,14153.19,MASTERCARD,GBR,1.254.246.110,tablet,outlook.com,GBR
tx_20251122_000201,22-11-2025 23:39,1401.09,DISCOVER,CAN,232.167.43.14,mobile,icloud.com,CAN
tx_20201024_000202,24-10-2020 23:51,20.36,DISCOVER,SGP,179.88.210.31,mobile,edu.org,SGP
tx_20161017_000203,17-10-2016 08:20,16.13,MASTERCARD,FRA,199.209.193.224,mobile,outlook.com,FRA
tx_20161007_000204,07-10-2016 19:18,49.72,DISCOVER,DEU,39.236.106.158,mobile,yahoo.com,DEU
tx_20170215_000205,15-02-2017 05:05,116.83,MASTERCARD,AUS,64.71.166.22,mobile,hotmail.com,AUS
tx_20240925_000206,25-09-2024 00:58,250.1,MASTERCARD,JPN,101.76.166.14,mobile,yahoo.com,JPN
tx_20180914_000207,14-09-2018 18:11,1402.75,AMEX,AUS,221.215.146.108,mobile,outlook.com,AUS
tx_20240721_000208,21-07-2024 17:08,37.85,MASTERCARD,MEX,164.138.138.158,mobile,hotmail.com,MEX
tx_20161119_000209,19-11-2016 18:36,13.93,MASTERCARD,BRA,17.80.179.112,desktop,yahoo.com,BRA
tx_20201114_000210,14-11-2020 04:13,29.23,VISA,MEX,4.182.36.180,desktop,company.com,MEX
tx_20211112_000211,12-11-2021 18:49,247.76,VISA,ITA,227.31.198.231,mobile,proton.me,MEX
tx_20190119_000212,19-01-2019 19:04,42.81,VISA,SGP,95.41.66.198,mobile,yahoo.com,GBR
tx_20180724_000213,24-07-2018 18:31,1.47,DISCOVER,USA,234.183.190.168,desktop,icloud.com,USA
tx_20200831_000214,31-08-2020 11:38,22.92,DISCOVER,USA,206.133.252.12,desktop,edu.org,USA
tx_20250917_000215,17-09-2025 10:16,77.39,MASTERCARD,AUS,145.201.78.190,mobile,edu.org,AUS
tx_20240830_000216,30-08-2024 07:06,96.3,VISA,IND,139.89.163.215,tablet,gmail.com,IND
tx_20240705_000217,05-07-2024 23:55,15.01,AMEX,DEU,247.16.249.37,desktop,icloud.com,DEU
tx_20250625_000218,25-06-2025 18:55,7.6,VISA,NLD,35.164.210.101,mobile,gmail.com,NLD
tx_20201116_000219,16-11-2020 04:45,18.69,VISA,MEX,82.116.70.60,tablet,outlook.com,AUS
tx_20240929_000220,29-09-2024 21:17,31.86,VISA,ITA,79.119.68.219,desktop,hotmail.com,ITA
tx_20250407_000221,07-04-2025 21:57,25.6,MASTERCARD,JPN,77.67.210.254,desktop,proton.me,JPN
tx_20250801_000222,01-08-2025 16:27,46.28,MASTERCARD,ITA,4.16.213.200,desktop,proton.me,ITA
tx_20200304_000223,04-03-2020 22:56,261.95,AMEX,DEU,208.33.24.232,desktop,edu.org,SGP
tx_20160726_000224,26-07-2016 06:06,150.2,MASTERCARD,IND,45.91.55.233,mobile,edu.org,IND
tx_20251127_000225,27-11-2025 05:24,18.53,MASTERCARD,USA,99.36.108.52,mobile,gmail.com,USA
tx_20200415_000226,15-04-2020 13:04,30.71,MASTERCARD,AUS,47.7.82.153,desktop,hotmail.com,AUS
tx_20160827_000227,27-08-2016 17:10,46.44,VISA,CAN,62.69.137.209,mobile,icloud.com,CAN
tx_20220616_000228,16-06-2022 14:08,6.66,VISA,NLD,189.179.92.234,mobile,company.com,NLD
tx_20220514_000229,14-05-2022 20:31,640.42,MASTERCARD,NLD,135.123.1.85,mobile,company.com,NLD
tx_20240115_000230,15-01-2024 06:27,263.61,DISCOVER,ESP,19.96.181.242,mobile,company.com,ESP
tx_20190521_000231,21-05-2019 11:44,16.21,AMEX,SGP,45.182.248.144,desktop,outlook.com,SGP
tx_20200329_000232,29-03-2020 11:10,2255.02,MASTERCARD,NLD,198.248.146.9,mobile,icloud.com,NLD
tx_20230304_000233,04-03-2023 20:35,1367.03,AMEX,AUS,227.247.23.211,mobile,hotmail.com,AUS
tx_20180508_000234,08-05-2018 09:05,64.15,DISCOVER,USA,188.108.249.43,mobile,proton.me,USA
tx_20191209_000235,09-12-2019 19:52,9.26,VISA,ITA,42.116.19.205,mobile,company.com,ITA
tx_20181205_000236,05-12-2018 03:48,15.23,VISA,CAN,253.158.229.124,mobile,outlook.com,CAN
tx_20221023_000237,23-10-2022 15:48,18.43,VISA,MEX,170.73.77.61,desktop,edu.org,MEX
tx_20170921_000238,21-09-2017 01:59,23.13,AMEX,NLD,25.7.53.44,tablet,edu.org,NLD
tx_20250618_000239,18-06-2025 04:12,20.08,DISCOVER,CAN,100.48.95.227,mobile,edu.org,CAN
tx_20160701_000240,01-07-2016 09:35,31.36,AMEX,GBR,171.25.22.172,mobile,proton.me,GBR
tx_20240625_000241,25-06-2024 21:28,21.17,MASTERCARD,JPN,240.122.147.226,mobile,yahoo.com,JPN
tx_20200605_000242,05-06-2020 01:15,38.09,MASTERCARD,NLD,244.194.115.45,tablet,icloud.com,NLD
tx_20170531_000243,31-05-2017 01:33,155.59,AMEX,ITA,100.143.102.142,mobile,edu.org,ITA
tx_20251017_000244,17-10-2025 00:27,153.63,VISA,IND,146.151.150.195,tablet,yahoo.com,IND
tx_20241023_000245,23-10-2024 10:24,96.46,DISCOVER,SGP,71.104.37.159,desktop,company.com,SGP
