transaction_external_id,amount,card_brand,billing_country,ip_address,device_type,email_domain,card_country
tx_00000061,12.23,DISCOVER,USA,181.73.180.221,desktop,icloud.com,USA
tx_00000062,73.44,MASTERCARD,JPN,39.233.69.212,desktop,outlook.com,JPN
tx_00000063,143.11,AMEX,SGP,177.78.180.104,mobile,edu.org,SGP
tx_00000064,27.32,VISA,NLD,24.59.247.173,tablet,hotmail.com,NLD
tx_00000065,67.18,DISCOVER,SGP,150.112.163.209,tablet,edu.org,GBR
tx_00000066,23.8,DISCOVER,AUS,127.74.170.242,mobile,gmail.com,AUS
tx_00000067,32.32,DISCOVER,IND,253.1.169.223,mobile,icloud.com,ESP
tx_00000068,40.13,DISCOVER,USA,141.34.238.74,mobile,edu.org,USA
tx_00000069,47.95,DISCOVER,JPN,58.216.234.30,tablet,outlook.com,JPN
tx_00000070,36.2,MASTERCARD,ESP,121.63.117.142,mobile,outlook.com,ESP
tx_00000071,94.55,AMEX,ITA,211.1.73.186,mobile,edu.org,ITA
tx_00000072,127.16,MASTERCARD,ITA,117.239.83.223,tablet,icloud.com,ITA
tx_00000073,2361.76,MASTERCARD,MEX,99.254.170.203,mobile,gmail.com,IND
tx_00000074,2776.1,MASTERCARD,USA,105.223.168.249,desktop,hotmail.com,USA
tx_00000075,13.58,DISCOVER,ESP,137.98.245.82,mobile,gmail.com,ESP
tx_00000076,48.89,VISA,DEU,112.251.26.195,mobile,hotmail.com,DEU
tx_00000077,80.71,MASTERCARD,JPN,175.203.47.44,desktop,proton.me,JPN
tx_00000078,49.28,DISCOVER,SGP,118.66.171.3,tablet,outlook.com,SGP
tx_00000079,32.57,AMEX,CAN,147.92.148.76,desktop,proton.me,CAN
tx_00000080,13.73,AMEX,USA,128.214.232.232,mobile,icloud.com,MEX
tx_00000081,50.0,MASTERCARD,BRA,197.169.175.215,mobile,gmail.com,BRA
tx_00000082,19.21,MASTERCARD,CAN,192.107.45.52,mobile,company.com,AUS
tx_00000083,71.73,VISA,ESP,76.192.223.87,mobile,yahoo.com,ITA
tx_00000084,430.22,AMEX,ITA,24.203.102.4,mobile,edu.org,ITA
tx_00000085,13.63,AMEX,BRA,173.60.121.7,tablet,icloud.com,CAN
tx_00000086,78.59,AMEX,BRA,36.12.243.10,tablet,yahoo.com,BRA
tx_00000087,10.4,DISCOVER,JPN,191.187.40.227,mobile,edu.org,JPN
tx_00000088,1314.09,VISA,DEU,244.61.219.93,tablet,company.com,DEU
tx_00000089,1614.88,MASTERCARD,DEU,211.117.24.170,mobile,gmail.com,ESP
tx_00000090,10.25,MASTERCARD,DEU,196.142.54.151,mobile,icloud.com,DEU
tx_00000091,2646.02,VISA,GBR,65.205.45.29,desktop,company.com,JPN
tx_00000092,75.04,VISA,USA,108.135.30.191,mobile,company.com,USA
tx_00000093,37.64,AMEX,USA,233.222.169.134,mobile,gmail.com,USA
tx_00000094,7.46,AMEX,SGP,114.19.231.21,mobile,yahoo.com,SGP
tx_00000095,5.6,DISCOVER,IND,76.117.130.155,desktop,yahoo.com,JPN
tx_00000096,246.44,DISCOVER,DEU,228.59.106.87,mobile,yahoo.com,DEU
tx_00000097,21.88,DISCOVER,BRA,24.213.22.24,desktop,company.com,CAN
tx_00000098,137.85,DISCOVER,AUS,106.91.224.171,mobile,gmail.com,AUS
tx_00000099,18.85,AMEX,DEU,217.143.95.30,mobile,proton.me,AUS
tx_00000100,2822.71,AMEX,ESP,8.47.70.180,tablet,company.com,ESP
tx_00000101,45.1,DISCOVER,USA,136.56.97.108,mobile,company.com,USA
tx_00000102,21.63,VISA,USA,194.159.13.173,mobile,proton.me,USA
tx_00000103,34.87,DISCOVER,CAN,29.73.174.174,mobile,hotmail.com,CAN
tx_00000104,1253.55,VISA,DEU,196.66.75.84,desktop,proton.me,DEU
tx_00000105,13.63,VISA,ESP,91.19.102.221,mobile,edu.org,ESP
tx_00000106,51.17,DISCOVER,CAN,248.84.44.206,mobile,company.com,CAN
tx_00000107,11.27,VISA,FRA,57.86.200.44,mobile,yahoo.com,FRA
tx_00000108,39.32,AMEX,ESP,38.61.27.38,desktop,outlook.com,ESP
tx_00000109,152.24,AMEX,SGP,145.195.149.115,mobile,company.com,SGP
tx_00000110,1768.34,AMEX,FRA,10.15.95.213,desktop,yahoo.com,FRA
tx_00000111,56.84,MASTERCARD,ITA,11.116.233.208,mobile,edu.org,ITA
tx_00000112,38.9,MASTERCARD,ESP,183.22.130.166,desktop,edu.org,ESP
tx_00000113,50.69,AMEX,ITA,154.14.203.162,desktop,yahoo.com,ITA
tx_00000114,43.74,AMEX,NLD,21.150.170.37,mobile,proton.me,AUS
tx_00000115,3.3,VISA,BRA,209.33.172.180,mobile,proton.me,BRA
tx_00000116,37.2,VISA,AUS,50.58.36.40,mobile,yahoo.com,SGP
tx_00000117,37.77,DISCOVER,BRA,197.159.34.153,desktop,outlook.com,BRA
tx_00000118,73.62,DISCOVER,BRA,249.114.157.73,desktop,icloud.com,BRA
tx_00000119,5.59,AMEX,AUS,147.253.113.119,mobile,proton.me,AUS
tx_00000120,70.8,VISA,ESP,240.27.183.217,mobile,outlook.com,ESP
tx_00000121,11.21,AMEX,SGP,107.14.102.129,desktop,yahoo.com,USA
tx_00000122,28.71,DISCOVER,BRA,38.36.10.74,mobile,outlook.com,BRA
tx_00000123,91.84,DISCOVER,USA,214.39.141.241,desktop,hotmail.com,USA
tx_00000124,20.83,VISA,NLD,29.215.232.128,mobile,icloud.com,NLD
tx_00000125,7233.79,AMEX,NLD,171.172.22.135,desktop,gmail.com,NLD
tx_00000126,24.78,MASTERCARD,FRA,92.202.18.89,mobile,yahoo.com,FRA
tx_00000127,1865.03,DISCOVER,ESP,213.200.176.119,mobile,outlook.com,ESP
tx_00000128,32.69,DISCOVER,USA,80.132.102.254,mobile,icloud.com,USA
tx_00000129,1.96,DISCOVER,FRA,95.112.228.103,mobile,proton.me,FRA
tx_00000130,25.19,VISA,ITA,206.22.187.109,mobile,outlook.com,ITA
tx_00000131,41.53,DISCOVER,FRA,184.110.43.177,mobile,gmail.com,FRA
tx_00000132,53.71,MASTERCARD,USA,164.104.94.132,tablet,outlook.com,USA
tx_00000133,282.57,VISA,DEU,94.93.99.244,mobile,edu.org,DEU
tx_00000134,140.99,VISA,JPN,81.167.72.64,desktop,outlook.com,JPN
tx_00000135,36.49,DISCOVER,FRA,55.157.74.178,desktop,outlook.com,FRA
tx_00000136,123.36,AMEX,CAN,248.217.253.82,mobile,hotmail.com,CAN
tx_00000137,128.97,AMEX,DEU,61.203.127.7,mobile,company.com,DEU
tx_00000138,0.98,DISCOVER,CAN,184.185.123.135,mobile,yahoo.com,CAN
tx_00000139,13.0,MASTERCARD,JPN,225.213.200.142,mobile,outlook.com,JPN
tx_00000140,8.81,MASTERCARD,GBR,42.83.240.182,mobile,hotmail.com,GBR
tx_00000141,87.45,MASTERCARD,GBR,158.137.24.129,mobile,outlook.com,GBR
tx_00000142,7.01,AMEX,NLD,222.8.21.12,mobile,proton.me,NLD
tx_00000143,46.06,DISCOVER,BRA,63.207.207.176,mobile,yahoo.com,SGP
tx_00000144,55.85,AMEX,AUS,81.221.184.82,tablet,outlook.com,AUS
tx_00000145,100.9,AMEX,CAN,64.37.25.13,tablet,proton.me,CAN
tx_00000146,14.09,AMEX,ITA,132.120.128.226,mobile,yahoo.com,ITA
tx_00000147,200.11,DISCOVER,AUS,73.127.153.226,mobile,gmail.com,AUS
tx_00000148,115.73,MASTERCARD,ITA,12.103.14.146,mobile,hotmail.com,ITA
tx_00000149,7.22,DISCOVER,NLD,31.33.250.25,mobile,company.com,NLD
tx_00000150,43.47,AMEX,IND,12.10.36.183,mobile,edu.org,IND
tx_00000151,20.82,AMEX,NLD,213.131.137.126,mobile,gmail.com,NLD
tx_00000152,17.09,DISCOVER,ITA,177.162.7.153,mobile,icloud.com,ESP
tx_00000153,99.8,MASTERCARD,NLD,98.38.211.175,desktop,yahoo.com,NLD
tx_00000154,12.89,VISA,DEU,199.157.236.121,mobile,icloud.com,DEU
tx_00000155,34.28,AMEX,JPN,91.174.198.223,mobile,icloud.com,JPN
tx_00000156,121.15,DISCOVER,FRA,181.54.177.181,mobile,company.com,FRA
tx_00000157,208.99,AMEX,NLD,98.230.251.102,tablet,outlook.com,NLD
tx_00000158,21.01,AMEX,SGP,192.123.55.52,tablet,hotmail.com,SGP
tx_00000159,6.17,DISCOVER,BRA,164.60.14.26,mobile,edu.org,DEU
tx_00000160,143.35,AMEX,SGP,194.247.74.83,mobile,yahoo.com,SGP
tx_00000161,53.21,VISA,USA,107.226.215.46,tablet,proton.me,GBR
tx_00000162,71.37,AMEX,FRA,77.146.155.28,mobile,edu.org,USA
tx_00000163,37.0,AMEX,MEX,66.184.48.4,mobile,icloud.com,MEX
tx_00000164,37.77,DISCOVER,GBR,240.64.2.67,desktop,hotmail.com,GBR
tx_00000165,2134.21,MASTERCARD,MEX,171.31.120.79,mobile,hotmail.com,MEX
tx_00000166,98.88,AMEX,DEU,35.123.40.117,mobile,edu.org,DEU
tx_00000167,425.25,DISCOVER,BRA,224.202.21.135,mobile,company.com,BRA
tx_00000168,5.89,DISCOVER,JPN,138.39.43.84,desktop,icloud.com,JPN
tx_00000169,81.52,VISA,USA,132.107.117.145,mobile,hotmail.com,USA
tx_00000170,73.52,VISA,NLD,109.89.180.17,tablet,yahoo.com,NLD
tx_00000171,208.03,DISCOVER,GBR,251.187.166.247,mobile,proton.me,GBR
tx_00000172,2910.36,MASTERCARD,ESP,168.221.90.31,tablet,proton.me,ESP
tx_00000173,556.84,DISCOVER,FRA,185.140.109.137,mobile,icloud.com,FRA
tx_00000174,33.52,VISA,ITA,208.170.108.158,desktop,yahoo.com,ITA
tx_00000175,68.16,VISA,IND,139.56.194.222,desktop,hotmail.com,IND
tx_00000176,51.41,MASTERCARD,DEU,37.253.170.134,mobile,hotmail.com,DEU
tx_00000177,55.43,DISCOVER,BRA,202.135.82.179,mobile,hotmail.com,BRA
tx_00000178,14.16,DISCOVER,FRA,207.119.235.15,tablet,outlook.com,GBR
tx_00000179,1624.47,AMEX,AUS,186.213.49.14,mobile,gmail.com,AUS
tx_00000180,87.22,AMEX,JPN,54.223.233.86,tablet,gmail.com,JPN
tx_00000181,18.7,MASTERCARD,ITA,63.179.155.181,mobile,icloud.com,ITA
tx_00000182,56.7,DISCOVER,AUS,93.132.226.128,desktop,edu.org,AUS
tx_00000183,75.66,AMEX,USA,57.190.38.5,mobile,proton.me,USA
tx_00000184,22.63,AMEX,DEU,168.242.176.87,mobile,edu.org,DEU
tx_00000185,35.83,VISA,MEX,48.235.228.139,mobile,yahoo.com,MEX
tx_00000186,85.53,VISA,MEX,56.130.117.96,mobile,edu.org,MEX
tx_00000187,11666.31,DISCOVER,JPN,129.209.179.173,mobile,outlook.com,USA
tx_00000188,16.12,DISCOVER,FRA,21.96.246.104,mobile,icloud.com,FRA
tx_00000189,4.07,DISCOVER,BRA,24.104.98.97,desktop,gmail.com,BRA
tx_00000190,55.55,VISA,AUS,220.250.25.230,desktop,edu.org,AUS
tx_00000191,59.36,MASTERCARD,GBR,5.247.54.151,mobile,proton.me,AUS
tx_00000192,116.16,MASTERCARD,ESP,230.139.85.99,mobile,yahoo.com,ESP
tx_00000193,38.79,DISCOVER,ESP,155.197.158.245,tablet,company.com,ESP
tx_00000194,10.79,DISCOVER,AUS,97.111.48.175,desktop,hotmail.com,AUS
tx_00000195,259.96,AMEX,MEX,40.190.100.82,desktop,gmail.com,MEX
tx_00000196,164.91,DISCOVER,CAN,115.143.143.132,desktop,yahoo.com,CAN
tx_00000197,27.01,MASTERCARD,IND,106.100.200.22,mobile,outlook.com,IND
tx_00000198,55.76,DISCOVER,GBR,112.71.108.77,mobile,company.com,GBR
tx_00000199,19.65,DISCOVER,DEU,35.78.2.243,mobile,proton.me,DEU
tx_00000200,86.13,MASTERCARD,ESP,153.35.77.83,mobile,outlook.com,ESP
tx_00000201,10.07,AMEX,DEU,72.210.202.101,desktop,icloud.com,DEU
tx_00000202,53.68,AMEX,MEX,182.54.113.205,mobile,yahoo.com,MEX
tx_00000203,25.99,DISCOVER,BRA,109.203.97.19,tablet,edu.org,BRA
tx_00000204,51.08,VISA,IND,203.248.93.180,desktop,icloud.com,IND
tx_00000205,2959.02,DISCOVER,BRA,248.193.85.248,desktop,yahoo.com,BRA
tx_00000206,14.43,MASTERCARD,NLD,96.101.119.198,mobile,gmail.com,NLD
tx_00000207,2578.29,MASTERCARD,MEX,80.88.117.201,mobile,company.com,MEX
tx_00000208,33.78,AMEX,FRA,182.30.6.218,mobile,outlook.com,FRA
tx_00000209,39.15,DISCOVER,SGP,104.162.48.48,mobile,icloud.com,SGP
tx_00000210,5577.55,VISA,FRA,208.204.17.148,mobile,outlook.com,FRA
tx_00000211,26.7,DISCOVER,SGP,164.81.153.100,mobile,company.com,SGP
tx_00000212,21.86,MASTERCARD,ITA,158.152.22.173,mobile,icloud.com,ITA
tx_00000213,23.35,DISCOVER,IND,148.99.109.48,mobile,outlook.com,IND
tx_00000214,44.84,DISCOVER,SGP,222.92.244.3,desktop,proton.me,SGP
tx_00000215,214.82,VISA,IND,114.126.43.22,mobile,icloud.com,IND
tx_00000216,21.31,VISA,SGP,198.197.127.141,mobile,hotmail.com,SGP
tx_00000217,8.88,MASTERCARD,JPN,109.27.189.213,mobile,gmail.com,JPN
tx_00000218,31.64,AMEX,CAN,61.54.208.189,mobile,proton.me,CAN
tx_00000219,17.6,MASTERCARD,USA,137.72.153.138,mobile,hotmail.com,USA
tx_00000220,21.27,DISCOVER,BRA,35.247.193.202,tablet,hotmail.com,BRA
tx_00000221,80.91,DISCOVER,MEX,64.195.216.174,mobile,hotmail.com,MEX
tx_00000222,53.84,AMEX,ITA,132.192.72.178,mobile,edu.org,ITA
tx_00000223,253.54,DISCOVER,BRA,218.17.204.137,desktop,proton.me,BRA
tx_00000224,123.13,AMEX,JPN,145.219.125.202,mobile,gmail.com,JPN
tx_00000225,1401.09,DISCOVER,CAN,232.167.43.14,mobile,icloud.com,CAN
tx_00000226,31.6,VISA,CAN,58.133.175.114,desktop,company.com,CAN
tx_00000227,30.91,AMEX,MEX,27.81.95.226,desktop,outlook.com,MEX
tx_00000228,83.72,MASTERCARD,NLD,113.90.185.55,tablet,edu.org,NLD
tx_00000229,48.15,AMEX,GBR,166.22.64.142,mobile,gmail.com,GBR
tx_00000230,250.1,MASTERCARD,JPN,101.76.166.14,mobile,yahoo.com,JPN
tx_00000231,9.49,DISCOVER,USA,34.100.221.215,mobile,outlook.com,AUS
tx_00000232,2473.22,DISCOVER,JPN,183.129.197.107,mobile,yahoo.com,JPN
tx_00000233,697.55,VISA,DEU,138.84.101.151,mobile,proton.me,GBR
tx_00000234,1586.21,MASTERCARD,SGP,15.80.171.190,desktop,outlook.com,SGP
tx_00000235,57.67,AMEX,ITA,43.96.33.192,mobile,yahoo.com,FRA
tx_00000236,81.13,VISA,NLD,128.117.131.93,mobile,outlook.com,NLD
tx_00000237,26.17,VISA,MEX,190.131.1.12,desktop,edu.org,MEX
tx_00000238,1.47,DISCOVER,USA,234.183.190.168,desktop,icloud.com,USA
tx_00000239,1432.02,VISA,JPN,14.46.58.206,tablet,yahoo.com,JPN
tx_00000240,77.39,MASTERCARD,AUS,145.201.78.190,mobile,edu.org,AUS
tx_00000241,96.3,VISA,IND,139.89.163.215,tablet,gmail.com,IND
tx_00000242,80.11,VISA,DEU,61.108.126.247,tablet,outlook.com,DEU
tx_00000243,56.85,VISA,JPN,230.96.118.250,mobile,outlook.com,JPN
tx_00000244,2156.11,DISCOVER,GBR,67.218.81.238,mobile,company.com,GBR
tx_00000245,22.84,DISCOVER,ITA,28.40.28.43,mobile,proton.me,ITA
tx_00000246,12.0,AMEX,SGP,31.24.41.207,mobile,gmail.com,SGP
tx_00000247,3.68,VISA,USA,67.210.254.45,tablet,edu.org,USA
tx_00000248,46.28,MASTERCARD,ITA,4.16.213.200,desktop,proton.me,ITA
tx_00000249,19.07,DISCOVER,FRA,6.17.51.232,mobile,yahoo.com,CAN
tx_00000250,26.26,DISCOVER,NLD,186.102.128.8,mobile,outlook.com,NLD
tx_00000251,1.81,AMEX,GBR,159.158.63.166,mobile,edu.org,GBR
tx_00000252,11.58,VISA,ITA,162.206.140.204,tablet,company.com,ITA
tx_00000253,30.71,MASTERCARD,AUS,47.7.82.153,desktop,hotmail.com,AUS
tx_00000254,46.44,VISA,CAN,62.69.137.209,mobile,icloud.com,CAN
tx_00000255,1.42,VISA,DEU,207.189.179.92,mobile,company.com,DEU
tx_00000256,253.5,VISA,ITA,139.80.45.126,desktop,icloud.com,SGP
tx_00000257,44.51,AMEX,NLD,34.88.184.46,desktop,outlook.com,NLD
tx_00000258,263.61,DISCOVER,ESP,19.96.181.242,mobile,company.com,ESP
tx_00000259,23.73,AMEX,ITA,125.167.82.45,desktop,outlook.com,ITA
tx_00000260,15.44,VISA,USA,101.218.198.248,desktop,company.com,NLD
tx_00000261,10.89,VISA,MEX,89.252.82.43,mobile,company.com,MEX
tx_00000262,1141.64,DISCOVER,CAN,13.99.113.188,tablet,proton.me,CAN
tx_00000263,35.84,MASTERCARD,SGP,148.167.195.176,desktop,yahoo.com,SGP
tx_00000264,11.78,DISCOVER,CAN,230.251.24.87,mobile,proton.me,CAN
tx_00000265,87.58,AMEX,DEU,142.185.237.187,mobile,hotmail.com,DEU
tx_00000266,85.26,DISCOVER,IND,211.170.161.154,desktop,gmail.com,IND
tx_00000267,7.94,AMEX,CAN,102.121.126.230,desktop,proton.me,CAN
tx_00000268,23.46,VISA,DEU,16.39.193.179,desktop,company.com,NLD
tx_00000269,98.73,DISCOVER,USA,134.108.248.138,mobile,icloud.com,ESP
tx_00000270,34.86,MASTERCARD,JPN,133.205.147.174,desktop,edu.org,JPN
tx_00000271,10.77,VISA,ESP,214.153.67.82,desktop,proton.me,ESP
tx_00000272,72.61,DISCOVER,USA,160.151.134.201,desktop,outlook.com,USA
tx_00000273,7.31,AMEX,CAN,26.202.74.223,mobile,hotmail.com,CAN
tx_00000274,1188.54,DISCOVER,GBR,175.178.103.10,mobile,company.com,GBR
tx_00000275,53.42,AMEX,AUS,210.204.78.80,mobile,yahoo.com,AUS
tx_00000276,8.42,MASTERCARD,MEX,166.23.49.114,tablet,proton.me,MEX
tx_00000277,242.38,DISCOVER,JPN,17.80.182.130,desktop,gmail.com,JPN
tx_00000278,26.34,AMEX,IND,32.175.8.62,mobile,edu.org,IND
tx_00000279,47.09,MASTERCARD,MEX,73.8.99.13,mobile,icloud.com,CAN
tx_00000280,247.43,VISA,IND,222.200.248.197,mobile,outlook.com,IND
tx_00000281,6028.69,DISCOVER,ITA,248.182.165.71,mobile,company.com,MEX
tx_00000282,33.15,AMEX,NLD,27.2.131.170,mobile,hotmail.com,NLD
tx_00000283,23.89,AMEX,BRA,71.67.168.183,desktop,icloud.com,BRA
tx_00000284,152.41,DISCOVER,MEX,128.76.67.233,mobile,gmail.com,MEX
tx_00000285,90.73,AMEX,BRA,233.241.172.92,mobile,outlook.com,BRA
tx_00000286,17.54,AMEX,JPN,47.243.175.231,mobile,icloud.com,JPN
tx_00000287,12.58,VISA,AUS,150.76.119.218,mobile,yahoo.com,AUS
tx_00000288,34.29,MASTERCARD,JPN,14.223.219.39,tablet,company.com,JPN
tx_00000289,24.58,MASTERCARD,AUS,200.21.125.86,mobile,gmail.com,GBR
tx_00000290,66.21,DISCOVER,ITA,34.158.112.163,mobile,edu.org,ITA
tx_00000291,29.11,VISA,USA,214.136.49.5,mobile,icloud.com,ITA
tx_00000292,24.65,AMEX,CAN,243.75.117.187,mobile,outlook.com,FRA
tx_00000293,1.81,MASTERCARD,ITA,59.58.187.253,desktop,gmail.com,ITA
tx_00000294,44.87,VISA,USA,164.66.198.137,mobile,gmail.com,USA
tx_00000295,11277.0,MASTERCARD,IND,32.141.65.122,desktop,gmail.com,IND
tx_00000296,12.07,VISA,NLD,108.213.231.27,mobile,yahoo.com,NLD
tx_00000297,36.2,DISCOVER,DEU,105.76.42.11,tablet,edu.org,DEU
tx_00000298,1779.26,DISCOVER,MEX,232.66.165.60,tablet,hotmail.com,MEX
tx_00000299,22.91,VISA,ESP,206.174.81.110,desktop,gmail.com,ESP
tx_00000300,55.35,VISA,FRA,96.209.88.47,mobile,edu.org,CAN
tx_00000301,18.16,VISA,BRA,29.34.179.186,tablet,outlook.com,GBR
tx_00000302,33.93,MASTERCARD,ITA,8.221.176.226,mobile,edu.org,ITA
tx_00000303,10.58,MASTERCARD,AUS,223.174.135.197,tablet,company.com,AUS
tx_00000304,41.08,DISCOVER,MEX,89.170.174.165,desktop,gmail.com,MEX
tx_00000305,37.33,VISA,ITA,62.85.249.72,mobile,proton.me,ITA
tx_00000306,28.83,DISCOVER,SGP,128.115.81.31,mobile,gmail.com,SGP
tx_00000307,727.24,MASTERCARD,NLD,78.228.131.144,mobile,edu.org,BRA
tx_00000308,139.06,AMEX,SGP,197.159.154.122,mobile,yahoo.com,SGP
tx_00000309,7261.67,VISA,BRA,141.134.96.180,desktop,outlook.com,FRA
tx_00000310,33.78,DISCOVER,FRA,49.31.239.219,desktop,icloud.com,FRA
tx_00000311,57.89,DISCOVER,ESP,32.198.229.116,mobile,outlook.com,ESP
tx_00000312,99.26,MASTERCARD,JPN,234.46.178.149,mobile,outlook.com,JPN
tx_00000313,4.12,MASTERCARD,IND,156.235.178.196,mobile,company.com,IND
tx_00000314,185.43,AMEX,MEX,77.216.180.141,mobile,icloud.com,JPN
tx_00000315,8.15,MASTERCARD,BRA,182.167.250.246,mobile,company.com,BRA
tx_00000316,192.35,AMEX,BRA,173.192.229.216,mobile,proton.me,BRA
tx_00000317,123.84,AMEX,BRA,69.193.202.42,mobile,outlook.com,BRA
tx_00000318,290.01,MASTERCARD,USA,116.27.158.223,mobile,proton.me,USA
tx_00000319,3.68,AMEX,BRA,98.100.107.245,tablet,gmail.com,BRA
tx_00000320,103.39,MASTERCARD,BRA,166.95.194.151,mobile,icloud.com,BRA
tx_00000321,22.82,AMEX,GBR,31.97.11.110,mobile,outlook.com,GBR
tx_00000322,272.19,AMEX,ESP,126.203.147.141,desktop,company.com,ESP
tx_00000323,111.52,MASTERCARD,GBR,138.104.24.90,mobile,company.com,GBR
tx_00000324,23.31,VISA,SGP,193.252.167.3,mobile,edu.org,ESP
tx_00000325,9.3,VISA,USA,83.98.235.204,mobile,hotmail.com,USA
tx_00000326,5.72,MASTERCARD,JPN,12.76.230.167,mobile,yahoo.com,JPN
tx_00000327,3785.66,VISA,BRA,55.222.176.109,desktop,proton.me,BRA
